Date,Team,Opponent, Score,Opponent Score,Home,Playoff Game?, Odds Open, Line Open,Win %,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense,Opponent Win %,Opponent Total DVOA Rank,Opponent Total DVOA,Opponent Weighted DVOA Rank,Opponent Weighted DVOA,Opponent Offense DVOA Rank,Opponent Offense DVOA,Opponent Offense Weighted DVOA Rank,Opponent Offense Weighted DVOA,Opponent Defense DVOA Rank,Opponent Defense DVOA,Opponent Defense Weighted DVOA Rank,Opponent Defense Weighted DVOA,Opponent Special Teams DVOA Rank,Opponent Special Teams DVOA,Opponent Special Teams Weighted DVOA Rank,Opponent Special Teams Weighted DVOA,Opponent OffenseDVOA Rank,Opponent OffenseDVOA,Opponent Offense WeightedDVOA Rank,Opponent Offense WeightedDVOA,Opponent PassOffense Rank,Opponent PassOffense,Opponent RushOffense Rank,Opponent RushOffense,Opponent DefenseDVOA Rank,Opponent DefenseDVOA,Opponent Defense WeightedDVOA Rank,Opponent Defense WeightedDVOA,Opponent PassDefense Rank,Opponent PassDefense,Opponent RushDefense Rank,Opponent RushDefense,Wins,Losses,Ties,Opponent Wins,Opponent Losses,Opponent Ties
2017 Week 16,CHI,CLE,20,3,,N,1.38,-7,0.285714286,24,-0.182,23,-0.161,27,-0.158,26,-0.132,14,-0.015,13,0.002,25,-0.039,22,-0.027,27,-0.158,26,-0.132,29,-0.123,15,-0.089,14,-0.015,13,0.002,14,0.073,14,-0.13,0,32,-0.302,30,-0.251,31,-0.216,29,-0.178,19,0.038,17,0.038,28,-0.048,23,-0.036,31,-0.216,29,-0.178,32,-0.267,14,-0.058,19,3.8,17,0.038,28,28.2,1,-0.283,4,10,,0,14,
2017 Week 16,CIN,DET,26,17,,N,2.86,4,0.357142857,26,-0.189,26,-0.184,25,-0.128,24,-0.085,21,0.052,24,0.085,18,-0.008,19,-0.014,25,-0.128,24,-0.085,27,-0.058,19,-0.162,21,0.052,24,0.085,20,0.161,21,-0.077,0.571428571,12,0.072,14,0.029,16,0.031,12,0.053,16,0.008,20,0.067,6,0.049,6,0.042,16,0.031,12,0.053,12,0.234,31,-0.284,16,0.8,20,0.067,13,6.3,26,-0.064,5,9,,8,6,
2017 Week 16,KC,MIA,29,13,,N,1.25,-10,0.571428571,10,0.136,12,0.072,5,0.157,7,0.108,24,0.076,27,0.093,5,0.054,5,0.058,5,0.157,7,0.108,7,0.332,6,0.027,24,0.076,27,0.093,21,0.17,29,-0.042,0.428571429,28,-0.231,27,-0.21,28,-0.167,27,-0.16,26,0.094,26,0.092,9,0.03,6,0.042,28,-0.167,27,-0.16,24,-0.034,29,-0.254,26,9.4,26,0.092,26,24.9,15,-0.11,8,6,,6,8,
2017 Week 16,NE,BUF,37,16,,N,1.18,-12.5,0.785714286,8,0.18,6,0.23,1,0.26,1,0.26,31,0.136,28,0.098,4,0.056,4,0.068,1,0.26,1,0.26,1,0.46,2,0.079,31,0.136,28,0.098,22,0.218,32,0.011,0.571428571,19,-0.093,25,-0.163,26,-0.137,28,-0.177,15,-0.01,16,0.023,8,0.034,9,0.037,26,-0.137,28,-0.177,25,-0.057,20,-0.162,15,-1,16,0.023,12,1.5,30,-0.041,11,3,,8,6,
2017 Week 16,NO,ATL,23,13,,N,1.42,-5.5,0.714285714,2,0.349,2,0.37,2,0.242,2,0.249,6,-0.12,6,-0.129,20,-0.012,18,-0.007,2,0.242,2,0.249,8,0.328,1,0.178,6,-0.12,6,-0.129,5,-0.132,16,-0.103,0.642857143,14,0.035,13,0.041,8,0.104,8,0.102,22,0.053,18,0.039,21,-0.015,21,-0.022,8,0.104,8,0.102,9,0.28,11,-0.035,22,5.3,18,0.039,18,15.5,17,-0.101,10,4,,9,5,
2017 Week 16,NYJ,LAC,7,14,,N,3.48,7.5,0.357142857,25,-0.187,22,-0.153,23,-0.091,21,-0.064,23,0.066,19,0.048,22,-0.03,24,-0.041,23,-0.091,21,-0.064,21,0.058,23,-0.189,23,0.066,19,0.048,24,0.237,10,-0.153,0.5,13,0.041,11,0.101,9,0.08,9,0.101,10,-0.043,8,-0.067,31,-0.082,30,-0.068,9,0.08,9,0.101,6,0.359,18,-0.159,10,-4.3,8,-0.067,7,-5.6,31,-0.026,5,9,,7,7,
2017 Week 16,TEN,LAR,23,27,,N,3.39,6.5,0.571428571,20,-0.103,20,-0.13,19,-0.024,20,-0.05,25,0.09,25,0.089,14,0.011,15,0.008,19,-0.024,20,-0.05,23,-0.012,4,0.047,25,0.09,25,0.089,23,0.234,13,-0.143,0.714285714,1,0.382,1,0.422,6,0.15,5,0.177,5,-0.139,5,-0.137,2,0.093,2,0.107,6,0.15,5,0.177,4,0.385,8,0.005,5,-13.9,5,-0.137,3,-18,20,-0.082,8,6,,10,4,
2017 Week 16,WAS,DEN,27,11,,N,1.56,-4,0.428571429,17,-0.024,18,-0.078,18,-0.021,19,-0.05,11,-0.039,11,-0.017,27,-0.043,26,-0.044,18,-0.021,19,-0.05,14,0.207,28,-0.247,11,-0.039,11,-0.017,10,-0.015,25,-0.069,0.357142857,29,-0.235,32,-0.303,30,-0.21,32,-0.265,9,-0.067,10,-0.051,32,-0.092,32,-0.089,30,-0.21,32,-0.265,30,-0.147,24,-0.194,9,-6.7,10,-0.051,16,9.2,2,-0.265,6,8,,5,9,
2017 Week 16,GB,MIN,0,16,,N,4.3,9,0.5,15,0.011,16,-0.005,12,0.048,14,0.046,20,0.051,21,0.069,13,0.014,12,0.018,12,0.048,14,0.046,18,0.112,5,0.032,20,0.051,21,0.069,27,0.251,5,-0.182,0.785714286,3,0.275,5,0.286,7,0.123,6,0.123,3,-0.152,4,-0.165,16,-0.001,17,-0.002,7,0.123,6,0.123,3,0.397,17,-0.136,3,-15.2,4,-0.165,4,-13.8,8,-0.174,7,7,,11,3,
2017 Week 16,BAL,IND,23,16,,N,1.13,-13.5,0.571428571,5,0.233,4,0.287,20,-0.052,18,-0.003,2,-0.19,3,-0.177,1,0.095,1,0.113,20,-0.052,18,-0.003,26,-0.057,7,0.015,2,-0.19,3,-0.177,2,-0.2,7,-0.177,0.214285714,31,-0.293,28,-0.232,32,-0.222,30,-0.184,27,0.098,23,0.081,10,0.028,10,0.034,32,-0.222,30,-0.184,31,-0.156,26,-0.205,27,9.8,23,0.081,31,31.6,11,-0.149,8,6,,3,11,
2017 Week 16,OAK,PHI,10,19,,N,4.3,9,0.428571429,18,-0.081,19,-0.078,10,0.075,11,0.056,32,0.149,31,0.116,17,-0.007,20,-0.018,10,0.075,11,0.056,13,0.233,10,-0.02,32,0.149,31,0.116,32,0.326,24,-0.071,0.857142857,4,0.272,3,0.296,4,0.159,4,0.18,7,-0.096,7,-0.112,12,0.017,16,0.004,4,0.159,4,0.18,2,0.447,16,-0.091,7,-9.6,7,-0.112,9,-1.8,3,-0.256,6,8,,12,2,
2017 Week 16,PIT,HOU,34,6,,N,1.25,-10,0.785714286,6,0.223,8,0.201,3,0.179,3,0.188,12,-0.036,14,0.01,15,0.009,11,0.023,3,0.179,3,0.188,5,0.372,9,-0.011,12,-0.036,14,0.01,11,-0.009,23,-0.073,0.285714286,23,-0.134,29,-0.232,22,-0.077,25,-0.11,17,0.017,22,0.073,26,-0.041,28,-0.049,22,-0.077,25,-0.11,19,0.09,21,-0.176,17,1.7,22,0.073,19,16,6,-0.177,11,3,,4,10,
2017 Week 16,NYG,ARI,0,23,,N,2.75,4.5,0.142857143,30,-0.264,31,-0.255,21,-0.075,23,-0.072,28,0.114,30,0.115,30,-0.074,31,-0.069,21,-0.075,23,-0.072,20,0.077,27,-0.208,28,0.114,30,0.115,25,0.241,28,-0.043,0.428571429,21,-0.108,17,-0.051,29,-0.19,31,-0.185,4,-0.144,2,-0.18,29,-0.062,27,-0.046,29,-0.19,31,-0.185,28,-0.072,32,-0.289,4,-14.4,2,-0.18,6,-8.2,4,-0.235,2,12,,6,8,
2017 Week 16,SEA,DAL,21,12,,N,2.81,4.5,0.571428571,16,0.004,15,0.006,17,0.019,15,0.042,13,-0.019,12,-0.014,23,-0.035,29,-0.05,17,0.019,15,0.042,10,0.262,30,-0.255,13,-0.019,12,-0.014,15,0.081,12,-0.147,0.571428571,11,0.104,10,0.104,11,0.072,13,0.053,18,0.032,15,0.019,3,0.064,3,0.07,11,0.072,13,0.053,17,0.124,3,0.066,18,3.2,15,0.019,17,9.8,22,-0.076,8,6,,8,6,
2017 Week 16,JAX,SF,33,44,,N,1.51,-4.5,0.714285714,7,0.219,7,0.227,15,0.031,16,0.027,1,-0.2,1,-0.185,19,-0.011,14,0.015,15,0.031,16,0.027,15,0.187,13,-0.048,1,-0.2,1,-0.185,1,-0.311,27,-0.045,0.285714286,27,-0.202,24,-0.163,24,-0.111,22,-0.071,29,0.114,29,0.11,11,0.023,13,0.017,24,-0.111,22,-0.071,22,0.033,22,-0.176,29,11.4,29,0.11,29,28.6,19,-0.086,10,4,,4,10,
2017 Week 16,TB,CAR,19,22,,N,4.46,10,0.285714286,22,-0.126,21,-0.142,14,0.035,17,0.019,30,0.124,32,0.12,24,-0.037,25,-0.041,14,0.035,17,0.019,11,0.256,25,-0.194,30,0.124,32,0.12,30,0.297,18,-0.098,0.714285714,9,0.161,9,0.19,13,0.041,10,0.087,8,-0.085,9,-0.063,7,0.036,8,0.04,13,0.041,10,0.087,16,0.167,12,-0.041,8,-8.5,9,-0.063,8,-4.6,9,-0.156,4,10,,10,4,
2017 Week 16,CLE,CHI,3,20,,N,3.31,7,0,32,-0.302,30,-0.251,31,-0.216,29,-0.178,19,0.038,17,0.038,28,-0.048,23,-0.036,31,-0.216,29,-0.178,32,-0.267,14,-0.058,19,0.038,17,0.038,28,0.282,1,-0.283,0.285714286,24,-0.182,23,-0.161,27,-0.158,26,-0.132,14,-0.015,13,0.002,25,-0.039,22,-0.027,27,-0.158,26,-0.132,29,-0.123,15,-0.089,14,-1.5,13,0.002,14,7.3,14,-0.13,0,14,,4,10,
2017 Week 16,DET,CIN,17,26,,N,1.48,-4,0.571428571,12,0.072,14,0.029,16,0.031,12,0.053,16,0.008,20,0.067,6,0.049,6,0.042,16,0.031,12,0.053,12,0.234,31,-0.284,16,0.008,20,0.067,13,0.063,26,-0.064,0.357142857,26,-0.189,26,-0.184,25,-0.128,24,-0.085,21,0.052,24,0.085,18,-0.008,19,-0.014,25,-0.128,24,-0.085,27,-0.058,19,-0.162,21,5.2,24,0.085,20,16.1,21,-0.077,8,6,,5,9,
2017 Week 16,MIA,KC,13,29,,N,4.46,10,0.428571429,28,-0.231,27,-0.21,28,-0.167,27,-0.16,26,0.094,26,0.092,9,0.03,6,0.042,28,-0.167,27,-0.16,24,-0.034,29,-0.254,26,0.094,26,0.092,26,0.249,15,-0.11,0.571428571,10,0.136,12,0.072,5,0.157,7,0.108,24,0.076,27,0.093,5,0.054,5,0.058,5,0.157,7,0.108,7,0.332,6,0.027,24,7.6,27,0.093,21,17,29,-0.042,6,8,,8,6,
2017 Week 16,BUF,NE,16,37,,N,5.61,12.5,0.571428571,19,-0.093,25,-0.163,26,-0.137,28,-0.177,15,-0.01,16,0.023,8,0.034,9,0.037,26,-0.137,28,-0.177,25,-0.057,20,-0.162,15,-0.01,16,0.023,12,0.015,30,-0.041,0.785714286,8,0.18,6,0.23,1,0.26,1,0.26,31,0.136,28,0.098,4,0.056,4,0.068,1,0.26,1,0.26,1,0.46,2,0.079,31,13.6,28,0.098,22,21.8,32,0.011,8,6,,11,3,
2017 Week 16,ATL,NO,13,23,,N,3.11,5.5,0.642857143,14,0.035,13,0.041,8,0.104,8,0.102,22,0.053,18,0.039,21,-0.015,21,-0.022,8,0.104,8,0.102,9,0.28,11,-0.035,22,0.053,18,0.039,18,0.155,17,-0.101,0.714285714,2,0.349,2,0.37,2,0.242,2,0.249,6,-0.12,6,-0.129,20,-0.012,18,-0.007,2,0.242,2,0.249,8,0.328,1,0.178,6,-12,6,-0.129,5,-13.2,16,-0.103,9,5,,10,4,
2017 Week 16,LAC,NYJ,14,7,,N,1.36,-7.5,0.5,13,0.041,11,0.101,9,0.08,9,0.101,10,-0.043,8,-0.067,31,-0.082,30,-0.068,9,0.08,9,0.101,6,0.359,18,-0.159,10,-0.043,8,-0.067,7,-0.056,31,-0.026,0.357142857,25,-0.187,22,-0.153,23,-0.091,21,-0.064,23,0.066,19,0.048,22,-0.03,24,-0.041,23,-0.091,21,-0.064,21,0.058,23,-0.189,23,6.6,19,0.048,24,23.7,10,-0.153,7,7,,5,9,
2017 Week 16,LAR,TEN,27,23,,N,1.37,-6.5,0.714285714,1,0.382,1,0.422,6,0.15,5,0.177,5,-0.139,5,-0.137,2,0.093,2,0.107,6,0.15,5,0.177,4,0.385,8,0.005,5,-0.139,5,-0.137,3,-0.18,20,-0.082,0.571428571,20,-0.103,20,-0.13,19,-0.024,20,-0.05,25,0.09,25,0.089,14,0.011,15,0.008,19,-0.024,20,-0.05,23,-0.012,4,0.047,25,9,25,0.089,23,23.4,13,-0.143,10,4,,8,6,
2017 Week 16,DEN,WAS,11,27,,N,2.59,4,0.357142857,29,-0.235,32,-0.303,30,-0.21,32,-0.265,9,-0.067,10,-0.051,32,-0.092,32,-0.089,30,-0.21,32,-0.265,30,-0.147,24,-0.194,9,-0.067,10,-0.051,16,0.092,2,-0.265,0.428571429,17,-0.024,18,-0.078,18,-0.021,19,-0.05,11,-0.039,11,-0.017,27,-0.043,26,-0.044,18,-0.021,19,-0.05,14,0.207,28,-0.247,11,-3.9,11,-0.017,10,-1.5,25,-0.069,5,9,,6,8,
2017 Week 16,MIN,GB,16,0,,N,1.26,-9,0.785714286,3,0.275,5,0.286,7,0.123,6,0.123,3,-0.152,4,-0.165,16,-0.001,17,-0.002,7,0.123,6,0.123,3,0.397,17,-0.136,3,-0.152,4,-0.165,4,-0.138,8,-0.174,0.5,15,0.011,16,-0.005,12,0.048,14,0.046,20,0.051,21,0.069,13,0.014,12,0.018,12,0.048,14,0.046,18,0.112,5,0.032,20,5.1,21,0.069,27,25.1,5,-0.182,11,3,,7,7,
2017 Week 16,IND,BAL,16,23,,N,7.38,13.5,0.214285714,31,-0.293,28,-0.232,32,-0.222,30,-0.184,27,0.098,23,0.081,10,0.028,10,0.034,32,-0.222,30,-0.184,31,-0.156,26,-0.205,27,0.098,23,0.081,31,0.316,11,-0.149,0.571428571,5,0.233,4,0.287,20,-0.052,18,-0.003,2,-0.19,3,-0.177,1,0.095,1,0.113,20,-0.052,18,-0.003,26,-0.057,7,0.015,2,-19,3,-0.177,2,-20,7,-0.177,3,11,,8,6,
2017 Week 15,TB,ATL,21,24,,N,3.22,6,0.307692308,24,-0.151,24,-0.169,15,0.018,17,-0.003,30,0.134,31,0.128,24,-0.036,25,-0.038,15,0.018,17,-0.003,13,0.226,23,-0.193,30,0.134,31,0.128,31,0.303,19,-0.093,0.615384615,14,0.058,12,0.07,8,0.102,8,0.097,20,0.035,16,0.014,18,-0.009,18,-0.013,8,0.102,8,0.097,10,0.269,11,-0.031,20,3.5,16,0.014,19,12.3,18,-0.096,4,9,,8,5,
2017 Week 15,OAK,DAL,17,20,,N,2.27,2.5,0.461538462,21,-0.099,19,-0.11,11,0.084,12,0.07,32,0.181,32,0.167,17,-0.002,19,-0.014,11,0.084,12,0.07,12,0.227,7,0.002,32,0.181,32,0.167,32,0.364,25,-0.054,0.538461538,10,0.109,11,0.127,10,0.089,10,0.08,21,0.045,19,0.024,3,0.065,3,0.071,10,0.089,10,0.08,15,0.147,3,0.078,21,4.5,19,0.024,17,10.8,24,-0.057,6,7,,7,6,
2017 Week 15,PIT,NE,24,27,,N,2.11,2,0.846153846,4,0.238,6,0.217,3,0.185,3,0.192,11,-0.047,11,-0.008,14,0.006,11,0.017,3,0.185,3,0.192,6,0.383,9,-0.014,11,-0.047,11,-0.008,10,-0.01,17,-0.098,0.769230769,8,0.172,7,0.211,1,0.256,2,0.254,31,0.141,28,0.113,5,0.056,4,0.071,1,0.256,2,0.254,1,0.467,4,0.059,31,14.1,28,0.113,24,22.3,32,0.013,11,2,,10,3,
2017 Week 15,SF,TEN,25,23,,N,1.8,-2,0.230769231,27,-0.222,27,-0.202,25,-0.13,25,-0.105,28,0.106,27,0.102,12,0.014,14,0.005,25,-0.13,25,-0.105,23,-0.015,19,-0.142,28,0.106,27,0.102,27,0.25,23,-0.065,0.615384615,20,-0.087,21,-0.122,18,-0.024,20,-0.055,23,0.067,22,0.064,15,0.004,16,-0.003,18,-0.024,20,-0.055,26,-0.037,2,0.082,23,6.7,22,0.064,21,17.6,15,-0.11,3,10,,8,5,
2017 Week 15,SEA,LAR,7,42,,N,1.83,0,0.615384615,13,0.06,13,0.069,12,0.067,9,0.097,15,-0.01,14,0.006,20,-0.017,23,-0.022,12,0.067,9,0.097,8,0.329,28,-0.241,15,-0.01,14,0.006,18,0.113,8,-0.18,0.692307692,1,0.349,1,0.387,4,0.158,4,0.191,7,-0.111,6,-0.107,2,0.079,2,0.089,4,0.158,4,0.191,3,0.41,10,-0.021,7,-11.1,6,-0.107,3,-13.4,20,-0.08,8,5,,9,4,
2017 Week 15,BUF,MIA,24,16,,N,1.59,-3.5,0.538461538,23,-0.13,25,-0.19,29,-0.169,31,-0.201,16,-0.001,20,0.031,7,0.038,6,0.042,29,-0.169,31,-0.201,29,-0.103,22,-0.178,16,-0.001,20,0.031,12,0.037,27,-0.05,0.461538462,28,-0.233,28,-0.228,28,-0.165,28,-0.163,25,0.089,26,0.092,10,0.022,9,0.028,28,-0.165,28,-0.163,24,-0.015,30,-0.27,25,8.9,26,0.092,25,23.8,16,-0.109,7,6,,6,7,
2017 Week 15,CAR,GB,31,24,,N,1.74,-3,0.692307692,9,0.133,9,0.156,17,0.001,15,0.03,8,-0.097,8,-0.085,8,0.036,7,0.041,17,0.001,15,0.03,18,0.103,13,-0.052,8,-0.097,8,-0.085,9,-0.051,9,-0.176,0.538461538,16,0.035,14,0.033,13,0.034,14,0.034,17,0.012,18,0.017,13,0.013,12,0.016,13,0.034,14,0.034,19,0.099,5,0.02,17,1.2,18,0.017,22,18.9,6,-0.196,9,4,,7,6,
2017 Week 15,CLE,BAL,10,27,,N,3.64,7.5,0,31,-0.292,30,-0.241,30,-0.213,29,-0.173,19,0.02,15,0.014,28,-0.059,28,-0.054,30,-0.213,29,-0.173,32,-0.251,15,-0.078,19,0.02,15,0.014,28,0.264,1,-0.304,0.538461538,6,0.228,4,0.277,22,-0.061,19,-0.021,2,-0.193,1,-0.19,1,0.095,1,0.108,22,-0.061,19,-0.021,27,-0.062,8,0,2,-19.3,1,-0.19,2,-19.2,7,-0.194,0,13,,7,6,
2017 Week 15,JAX,HOU,45,7,,N,1.17,-11,0.692307692,7,0.182,8,0.18,16,0.011,16,0,1,-0.195,2,-0.183,22,-0.024,15,-0.002,16,0.011,16,0,16,0.129,12,-0.04,1,-0.195,2,-0.183,1,-0.304,29,-0.041,0.307692308,18,-0.069,23,-0.133,20,-0.052,22,-0.071,12,-0.024,17,0.016,26,-0.041,26,-0.046,20,-0.052,22,-0.071,17,0.113,20,-0.168,12,-2.4,17,0.016,16,10.3,5,-0.206,9,4,,4,9,
2017 Week 15,MIN,CIN,34,7,,N,1.18,-11.5,0.769230769,5,0.236,5,0.231,7,0.134,6,0.143,6,-0.114,7,-0.104,19,-0.012,20,-0.016,7,0.134,6,0.143,5,0.395,18,-0.127,6,-0.114,7,-0.104,6,-0.09,11,-0.149,0.384615385,22,-0.121,18,-0.109,21,-0.06,18,-0.012,22,0.061,25,0.091,16,-0.001,17,-0.006,21,-0.06,18,-0.012,22,0.02,17,-0.115,22,6.1,25,0.091,20,17.6,21,-0.08,10,3,,5,8,
2017 Week 15,NO,NYJ,31,19,,N,1.08,-14.5,0.692307692,2,0.346,2,0.374,2,0.252,1,0.267,5,-0.115,5,-0.123,21,-0.021,21,-0.016,2,0.252,1,0.267,7,0.351,1,0.176,5,-0.115,5,-0.123,4,-0.117,14,-0.112,0.384615385,26,-0.219,26,-0.198,23,-0.1,23,-0.079,26,0.093,24,0.083,23,-0.027,24,-0.036,23,-0.1,23,-0.079,20,0.06,24,-0.203,26,9.3,24,0.083,29,27.9,12,-0.148,9,4,,5,8,
2017 Week 15,NYG,PHI,29,34,,N,3.89,7.5,0.153846154,32,-0.297,31,-0.305,24,-0.116,26,-0.126,29,0.116,29,0.124,29,-0.065,29,-0.055,24,-0.116,26,-0.126,21,0.02,27,-0.216,29,0.116,29,0.124,26,0.241,31,-0.037,0.846153846,3,0.293,3,0.332,5,0.156,5,0.171,4,-0.121,4,-0.157,11,0.016,13,0.005,5,0.156,5,0.171,2,0.434,16,-0.081,4,-12.1,4,-0.157,8,-5.3,3,-0.26,2,11,,11,2,
2017 Week 15,WAS,ARI,20,15,,N,1.48,-4,0.384615385,17,-0.061,22,-0.122,19,-0.034,21,-0.065,13,-0.022,13,0.005,27,-0.049,27,-0.052,19,-0.034,21,-0.065,14,0.175,29,-0.244,13,-0.022,13,0.005,11,0.025,22,-0.079,0.461538462,19,-0.085,17,-0.033,27,-0.161,27,-0.152,3,-0.149,3,-0.181,30,-0.073,30,-0.062,27,-0.161,27,-0.152,25,-0.021,32,-0.306,3,-14.9,3,-0.181,5,-9.8,4,-0.223,5,8,,6,7,
2017 Week 15,KC,LAC,30,13,,N,2.02,0,0.538461538,11,0.09,16,0.011,6,0.136,11,0.078,27,0.103,30,0.126,4,0.057,5,0.06,6,0.136,11,0.078,9,0.304,6,0.006,27,0.103,30,0.126,23,0.218,28,-0.042,0.538461538,12,0.061,10,0.128,9,0.099,7,0.127,10,-0.051,9,-0.083,31,-0.089,31,-0.082,9,0.099,7,0.127,4,0.399,21,-0.169,10,-5.1,9,-0.083,7,-5.9,30,-0.04,7,6,,7,6,
2017 Week 15,DET,CHI,20,10,,N,1.37,-6.5,0.538461538,15,0.058,15,0.018,14,0.031,13,0.054,18,0.019,23,0.071,6,0.046,8,0.035,14,0.031,13,0.054,11,0.237,31,-0.28,18,0.019,23,0.071,13,0.074,26,-0.051,0.307692308,25,-0.156,20,-0.121,26,-0.132,24,-0.099,14,-0.013,12,0,25,-0.036,22,-0.022,26,-0.132,24,-0.099,28,-0.101,14,-0.061,14,-1.3,12,0,14,8.1,13,-0.132,7,6,,4,9,
2017 Week 15,IND,DEN,13,25,,N,2.12,1.5,0.230769231,30,-0.282,29,-0.23,31,-0.226,30,-0.199,24,0.078,21,0.054,9,0.022,10,0.024,31,-0.226,30,-0.199,30,-0.151,25,-0.212,24,0.078,21,0.054,30,0.285,10,-0.167,0.307692308,29,-0.257,32,-0.318,32,-0.24,32,-0.294,9,-0.075,10,-0.065,32,-0.091,32,-0.088,32,-0.24,32,-0.294,31,-0.191,26,-0.215,9,-7.5,10,-0.065,15,9,2,-0.273,3,10,,4,9,
2017 Week 15,ATL,TB,24,21,,N,1.4,-6,0.615384615,14,0.058,12,0.07,8,0.102,8,0.097,20,0.035,16,0.014,18,-0.009,18,-0.013,8,0.102,8,0.097,10,0.269,11,-0.031,20,0.035,16,0.014,19,0.123,18,-0.096,0.307692308,24,-0.151,24,-0.169,15,0.018,17,-0.003,30,0.134,31,0.128,24,-0.036,25,-0.038,15,0.018,17,-0.003,13,0.226,23,-0.193,30,13.4,31,0.128,31,30.3,19,-0.093,8,5,,4,9,
2017 Week 15,DAL,OAK,20,17,,N,1.71,-2.5,0.538461538,10,0.109,11,0.127,10,0.089,10,0.08,21,0.045,19,0.024,3,0.065,3,0.071,10,0.089,10,0.08,15,0.147,3,0.078,21,0.045,19,0.024,17,0.108,24,-0.057,0.461538462,21,-0.099,19,-0.11,11,0.084,12,0.07,32,0.181,32,0.167,17,-0.002,19,-0.014,11,0.084,12,0.07,12,0.227,7,0.002,32,18.1,32,0.167,32,36.4,25,-0.054,7,6,,6,7,
2017 Week 15,NE,PIT,27,24,,N,1.81,-2,0.769230769,8,0.172,7,0.211,1,0.256,2,0.254,31,0.141,28,0.113,5,0.056,4,0.071,1,0.256,2,0.254,1,0.467,4,0.059,31,0.141,28,0.113,24,0.223,32,0.013,0.846153846,4,0.238,6,0.217,3,0.185,3,0.192,11,-0.047,11,-0.008,14,0.006,11,0.017,3,0.185,3,0.192,6,0.383,9,-0.014,11,-4.7,11,-0.008,10,-1,17,-0.098,10,3,,11,2,
2017 Week 15,TEN,SF,23,25,,N,2.13,2,0.615384615,20,-0.087,21,-0.122,18,-0.024,20,-0.055,23,0.067,22,0.064,15,0.004,16,-0.003,18,-0.024,20,-0.055,26,-0.037,2,0.082,23,0.067,22,0.064,21,0.176,15,-0.11,0.230769231,27,-0.222,27,-0.202,25,-0.13,25,-0.105,28,0.106,27,0.102,12,0.014,14,0.005,25,-0.13,25,-0.105,23,-0.015,19,-0.142,28,10.6,27,0.102,27,25,23,-0.065,8,5,,3,10,
2017 Week 15,LAR,SEA,42,7,,N,2.1,0,0.692307692,1,0.349,1,0.387,4,0.158,4,0.191,7,-0.111,6,-0.107,2,0.079,2,0.089,4,0.158,4,0.191,3,0.41,10,-0.021,7,-0.111,6,-0.107,3,-0.134,20,-0.08,0.615384615,13,0.06,13,0.069,12,0.067,9,0.097,15,-0.01,14,0.006,20,-0.017,23,-0.022,12,0.067,9,0.097,8,0.329,28,-0.241,15,-1,14,0.006,18,11.3,8,-0.18,9,4,,8,5,
2017 Week 15,MIA,BUF,16,24,,N,2.53,3.5,0.461538462,28,-0.233,28,-0.228,28,-0.165,28,-0.163,25,0.089,26,0.092,10,0.022,9,0.028,28,-0.165,28,-0.163,24,-0.015,30,-0.27,25,0.089,26,0.092,25,0.238,16,-0.109,0.538461538,23,-0.13,25,-0.19,29,-0.169,31,-0.201,16,-0.001,20,0.031,7,0.038,6,0.042,29,-0.169,31,-0.201,29,-0.103,22,-0.178,16,-0.1,20,0.031,12,3.7,27,-0.05,6,7,,7,6,
2017 Week 15,GB,CAR,24,31,,N,2.23,3,0.538461538,16,0.035,14,0.033,13,0.034,14,0.034,17,0.012,18,0.017,13,0.013,12,0.016,13,0.034,14,0.034,19,0.099,5,0.02,17,0.012,18,0.017,22,0.189,6,-0.196,0.692307692,9,0.133,9,0.156,17,0.001,15,0.03,8,-0.097,8,-0.085,8,0.036,7,0.041,17,0.001,15,0.03,18,0.103,13,-0.052,8,-9.7,8,-0.085,9,-5.1,9,-0.176,7,6,,9,4,
2017 Week 15,BAL,CLE,27,10,,N,1.33,-7.5,0.538461538,6,0.228,4,0.277,22,-0.061,19,-0.021,2,-0.193,1,-0.19,1,0.095,1,0.108,22,-0.061,19,-0.021,27,-0.062,8,0,2,-0.193,1,-0.19,2,-0.192,7,-0.194,0,31,-0.292,30,-0.241,30,-0.213,29,-0.173,19,0.02,15,0.014,28,-0.059,28,-0.054,30,-0.213,29,-0.173,32,-0.251,15,-0.078,19,2,15,0.014,28,26.4,1,-0.304,7,6,,0,13,
