Date, Team,Opponent, Score,Opponent Score,Playoff Game?,Home, Odds Open, Line Open
2006 Week 10,MIA,KC,13,10,N,y,1.74,-1.50
2006 Week 10,JAX,HOU,10,13,N,y,1.18,-10.00
2006 Week 9,IND,BUF,17,16,N,y,1.14,-12.50
2006 Week 9,DET,SF,13,19,N,y,1.36,-6.50
2006 Week 9,CIN,SD,41,49,N,y,1.95,1.00
2006 Week 9,ATL,CLE,13,17,N,y,1.28,-8.00
2006 Week 9,ARI,DAL,10,27,N,y,3.40,6.50
2006 Week 9,SEA,OAK,16,0,N,y,1.32,-7.00
2006 Week 9,WAS,DAL,22,19,N,y,2.60,3.00
2006 Week 9,TB,NO,14,31,N,y,1.80,-1.00
2006 Week 9,STL,KC,17,31,N,y,1.67,-3.00
2006 Week 9,SF,MIN,9,3,N,y,2.80,4.00
2006 Week 9,SD,CLE,32,25,N,y,1.11,-13.00
2006 Week 9,PIT,DEN,20,31,N,y,1.67,-3.00
2006 Week 9,NYG,HOU,14,10,N,y,1.11,-13.00
2006 Week 9,NE,IND,20,27,N,y,1.59,-3.00
2020 playoffs,KC,TB,9,31,Y,N,1.57,-3.50
2020 playoffs,BUF,KC,24,38,Y,N,2.30,2.50
2020 playoffs,TB,GB,31,26,Y,N,2.70,4.00
2020 playoffs,TB,NO,30,20,Y,N,2.67,3.50
2020 playoffs,CLE,KC,17,22,Y,N,4.75,10.00
2020 playoffs,BAL,BUF,3,17,Y,N,2.30,3.00
2020 playoffs,LAR,GB,18,32,Y,N,3.70,7.00
2020 playoffs,CLE,PIT,48,37,Y,N,2.70,3.50
2020 playoffs,CHI,NO,9,21,Y,N,4.50,9.50
2020 playoffs,BAL,TEN,20,13,Y,N,1.54,-3.50
2020 playoffs,TB,WAS,31,23,Y,N,1.27,-7.50
2020 playoffs,LAR,SEA,30,20,Y,N,2.75,4.50
2020 playoffs,IND,BUF,24,27,Y,N,3.45,6.50
2020 Week 17,WAS,PHI,20,14,N,N,1.95,1.00
2020 Week 17,GB,CHI,35,16,N,N,1.37,-4.00
2020 Week 17,LV,DEN,32,31,N,N,1.90,1.00
2020 Week 17,LAC,KC,38,21,N,N,1.54,-3.50
2020 Week 17,ARI,LAR,7,18,N,N,2.00,1.00
2020 Week 17,SEA,SF,26,23,N,N,1.50,-4.00
2020 Week 17,MIA,BUF,26,56,N,N,2.55,3.50
2020 Week 17,NO,CAR,33,7,N,N,1.35,-5.50
2020 Week 17,BAL,CIN,38,3,N,N,1.14,-11.50
2020 Week 17,PIT,CLE,22,24,N,N,3.40,7.00
2020 Week 17,MIN,DET,37,35,N,N,1.36,-6.50
2020 Week 17,TEN,HOU,41,38,N,N,1.25,-7.00
2020 Week 17,JAX,IND,14,28,N,N,8.00,13.50
2020 Week 17,NYJ,NE,14,28,N,N,2.55,3.00
2020 Week 17,DAL,NYG,19,23,N,N,1.68,-2.50
2020 Week 17,ATL,TB,27,44,N,N,3.40,6.00
2020 Week 16,BUF,NE,38,9,N,N,1.33,-6.50
2020 Week 16,TEN,GB,14,40,N,N,2.70,4.00
2020 Week 16,PHI,DAL,17,37,N,N,1.83,-1.00
2020 Week 16,DEN,LAC,16,19,N,N,2.60,3.00
2020 Week 16,LAR,SEA,9,20,N,N,2.15,2.50
2020 Week 16,NYG,BAL,13,27,N,N,5.50,12.50
2020 Week 16,CIN,HOU,37,31,N,N,4.25,9.00
2020 Week 16,CHI,JAX,41,17,N,N,1.29,-7.50
2020 Week 16,ATL,KC,14,17,N,N,4.50,11.00
2020 Week 16,CLE,NYJ,16,23,N,N,1.20,-9.50
2020 Week 16,IND,PIT,24,28,N,N,2.20,2.50
2020 Week 16,CAR,WAS,20,13,N,N,2.10,2.00
2020 Week 16,MIA,LV,26,25,N,N,1.71,-2.00
2020 Week 16,SF,ARI,20,12,N,N,2.75,4.00
2020 Week 16,TB,DET,47,7,N,N,1.27,-7.00
2020 Week 16,MIN,NO,33,52,N,N,3.60,7.00
2020 Week 15,PIT,CIN,17,27,N,N,1.09,-13.00
2020 Week 15,CLE,NYG,20,6,N,N,1.54,-3.50
2020 Week 15,KC,NO,32,29,N,N,1.47,-4.00
2020 Week 15,PHI,ARI,26,33,N,N,3.05,5.50
2020 Week 15,NYJ,LAR,23,20,N,N,10.00,16.50
2020 Week 15,TB,ATL,31,27,N,N,1.44,-4.00
2020 Week 15,JAX,BAL,14,40,N,N,8.00,13.00
2020 Week 15,SF,DAL,33,41,N,N,1.80,-2.00
2020 Week 15,HOU,IND,20,27,N,N,3.65,7.00
2020 Week 15,NE,MIA,12,22,N,N,2.15,3.00
2020 Week 15,CHI,MIN,33,27,N,N,2.65,3.00
2020 Week 15,DET,TEN,25,46,N,N,5.50,10.50
2020 Week 15,SEA,WAS,20,15,N,N,1.41,-5.00
2020 Week 15,CAR,GB,16,24,N,N,4.20,9.00
2020 Week 15,BUF,DEN,48,19,N,N,1.44,-4.50
2020 Week 15,LAC,LV,30,27,N,N,2.45,3.00
2020 Week 14,BAL,CLE,47,42,N,N,1.86,-1.00
2020 Week 14,PIT,BUF,15,26,N,N,1.80,-2.00
2020 Week 14,ATL,LAC,17,20,N,N,1.71,-2.50
2020 Week 14,NO,PHI,21,24,N,N,1.31,-7.00
2020 Week 14,WAS,SF,23,15,N,N,2.80,4.50
2020 Week 14,IND,LV,44,27,N,N,1.68,-2.50
2020 Week 14,NYJ,SEA,3,40,N,N,5.75,13.50
2020 Week 14,DEN,CAR,32,27,N,N,2.67,3.50
2020 Week 14,HOU,CHI,7,36,N,N,1.76,-2.50
2020 Week 14,DAL,CIN,30,7,N,N,1.54,-4.00
2020 Week 14,GB,DET,31,24,N,N,1.23,-8.00
2020 Week 14,TEN,JAX,31,10,N,N,1.28,-7.00
2020 Week 14,KC,MIA,33,27,N,N,1.27,-7.50
2020 Week 14,ARI,NYG,26,7,N,N,1.71,-2.50
2020 Week 14,MIN,TB,14,26,N,N,3.30,6.50
2020 Week 14,NE,LAR,3,24,N,N,3.20,6.50
2020 Week 13,DAL,BAL,17,34,N,N,3.80,7.50
2020 Week 13,BUF,SF,34,24,N,N,1.64,-3.00
2020 Week 13,WAS,PIT,23,17,N,N,4.50,8.50
2020 Week 13,DEN,KC,16,22,N,N,6.50,13.00
2020 Week 13,PHI,GB,16,30,N,N,4.25,9.50
2020 Week 13,NE,LAC,45,0,N,N,2.05,1.00
2020 Week 13,LAR,ARI,38,28,N,N,1.76,-1.50
2020 Week 13,NYG,SEA,17,12,N,N,5.00,10.00
2020 Week 13,NO,ATL,21,16,N,N,1.52,-3.00
2020 Week 13,DET,CHI,34,30,N,N,2.50,3.00
2020 Week 13,IND,HOU,26,20,N,N,1.64,-2.50
2020 Week 13,CIN,MIA,7,19,N,N,5.00,11.50
2020 Week 13,JAX,MIN,24,27,N,N,4.25,9.00
2020 Week 13,LV,NYJ,31,28,N,N,1.27,-7.50
2020 Week 13,CLE,TEN,41,35,N,N,2.80,4.00
2020 Week 13,BAL,PIT,14,19,N,N,2.55,3.50
2020 Week 12,SEA,PHI,23,17,N,N,1.40,-5.00
2020 Week 12,CHI,GB,25,41,N,N,4.25,8.50
2020 Week 12,KC,TB,27,24,N,N,1.52,-3.50
2020 Week 12,NO,DEN,31,3,N,N,1.38,-6.00
2020 Week 12,SF,LAR,23,20,N,N,3.60,7.00
2020 Week 12,LV,ATL,6,43,N,N,1.62,-3.00
2020 Week 12,LAC,BUF,17,27,N,N,3.05,5.50
2020 Week 12,NYG,CIN,19,17,N,N,1.42,-4.00
2020 Week 12,TEN,IND,45,26,N,N,2.70,4.00
2020 Week 12,CLE,JAX,27,25,N,N,1.35,-6.50
2020 Week 12,CAR,MIN,27,28,N,N,2.85,4.50
2020 Week 12,ARI,NE,17,20,N,N,1.71,-2.50
2020 Week 12,MIA,NYJ,20,3,N,N,1.32,-7.00
2020 Week 12,WAS,DAL,41,16,N,N,2.30,3.00
2020 Week 12,HOU,DET,41,25,N,N,1.76,-2.50
2020 Week 11,LAR,TB,27,24,N,N,2.60,3.50
2020 Week 11,KC,LV,35,31,N,N,1.30,-7.00
2020 Week 11,GB,IND,31,34,N,N,2.05,2.00
2020 Week 11,DAL,MIN,31,28,N,N,3.75,7.00
2020 Week 11,MIA,DEN,13,20,N,N,1.66,-2.50
2020 Week 11,NYJ,LAC,28,34,N,N,4.20,10.00
2020 Week 11,TEN,BAL,30,24,N,N,3.35,6.50
2020 Week 11,DET,CAR,0,20,N,N,1.80,-1.50
2020 Week 11,PHI,CLE,17,22,N,N,2.65,3.00
2020 Week 11,NE,HOU,20,27,N,N,1.71,-2.50
2020 Week 11,PIT,JAX,27,3,N,N,1.22,-10.00
2020 Week 11,ATL,NO,9,24,N,N,2.90,5.00
2020 Week 11,CIN,WAS,9,20,N,N,2.00,1.00
2020 Week 11,ARI,SEA,21,28,N,N,2.67,3.50
2020 Week 10,MIN,CHI,19,13,N,N,1.68,-2.50
2020 Week 10,BAL,NE,17,23,N,N,1.31,-6.50
2020 Week 10,SEA,LAR,16,23,N,N,2.00,1.00
2020 Week 10,SF,NO,13,27,N,N,4.25,9.50
2020 Week 10,BUF,ARI,30,32,N,N,2.05,2.00
2020 Week 10,DEN,LV,12,37,N,N,2.80,4.50
2020 Week 10,LAC,MIA,21,29,N,N,2.20,2.50
2020 Week 10,TB,CAR,46,23,N,N,1.38,-6.00
2020 Week 10,HOU,CLE,7,10,N,N,2.30,2.50
2020 Week 10,WAS,DET,27,30,N,N,2.55,3.00
2020 Week 10,JAX,GB,20,24,N,N,7.25,13.50
2020 Week 10,PHI,NYG,17,27,N,N,1.62,-3.00
2020 Week 10,CIN,PIT,10,36,N,N,4.20,9.00
2020 Week 10,IND,TEN,34,17,N,N,2.15,2.50
2020 Week 9,NE,NYJ,30,27,N,N,1.29,-7.00
2020 Week 9,NO,TB,38,3,N,N,3.00,5.50
2020 Week 9,MIA,ARI,34,31,N,N,2.75,5.00
2020 Week 9,PIT,DAL,24,19,N,N,1.12,-13.50
2020 Week 9,LV,LAC,31,26,N,N,2.00,1.50
2020 Week 9,DEN,ATL,27,34,N,N,2.70,4.00
2020 Week 9,SEA,BUF,34,44,N,N,1.66,-2.50
2020 Week 9,BAL,IND,24,10,N,N,1.71,-2.50
2020 Week 9,HOU,JAX,27,25,N,N,1.32,-6.50
2020 Week 9,CAR,KC,31,33,N,N,5.25,10.50
2020 Week 9,DET,MIN,20,34,N,N,2.70,4.00
2020 Week 9,CHI,TEN,17,24,N,N,3.05,5.50
2020 Week 9,NYG,WAS,23,20,N,N,2.45,3.00
2020 Week 9,GB,SF,34,17,N,N,1.40,-5.50
2019 Playoffs,SF,KC,20,31,Y,N,2.05,1.50
2019 Playoffs,GB,SF,20,37,Y,N,3.55,7.00
2019 Playoffs,TEN,KC,24,35,Y,N,3.70,7.50
2019 Playoffs,SEA,GB,23,28,Y,N,2.67,3.50
2019 Playoffs,HOU,KC,31,51,Y,N,3.80,8.00
2019 Playoffs,TEN,BAL,28,12,Y,N,4.50,10.00
2019 Playoffs,MIN,SF,10,27,Y,N,3.40,6.50
2019 Playoffs,SEA,PHI,17,9,Y,N,1.83,-1.00
2019 Playoffs,MIN,NO,26,20,Y,N,3.40,6.50
2019 Playoffs,TEN,NE,20,13,Y,N,2.80,5.50
2019 Playoffs,BUF,HOU,19,22,Y,N,2.70,3.50
2019 Week 17,SF,SEA,26,21,N,N,1.66,-3.00
2019 Week 17,OAK,DEN,15,16,N,N,2.67,3.50
2019 Week 17,ARI,LAR,24,31,N,N,3.70,7.00
2019 Week 17,PIT,BAL,10,28,N,N,2.00,1.00
2019 Week 17,NYJ,BUF,13,6,N,N,1.95,1.00
2019 Week 17,NO,CAR,42,10,N,N,1.16,-13.00
2019 Week 17,CLE,CIN,23,33,N,N,1.64,-2.50
2019 Week 17,WAS,DAL,16,47,N,N,4.75,10.50
2019 Week 17,GB,DET,23,20,N,N,1.20,-10.00
2019 Week 17,TEN,HOU,35,14,N,N,1.45,-4.00
2019 Week 17,IND,JAX,20,38,N,N,1.90,-3.00
2019 Week 17,LAC,KC,21,31,N,N,3.75,7.50
2019 Week 17,CHI,MIN,21,19,N,N,2.00,1.00
2019 Week 17,MIA,NE,27,24,N,N,9.00,16.50
2019 Week 17,PHI,NYG,34,17,N,N,1.44,-4.50
2019 Week 17,ATL,TB,28,22,N,N,1.90,-1.00
2019 Week 16,GB,MIN,23,10,N,N,2.70,4.00
2019 Week 16,KC,CHI,26,3,N,N,1.44,-4.50
2019 Week 16,DAL,PHI,9,17,N,N,1.68,-2.50
2019 Week 16,ARI,SEA,27,13,N,N,4.25,9.50
2019 Week 16,DET,DEN,17,27,N,N,3.35,6.50
2019 Week 16,OAK,LAC,24,17,N,N,3.00,5.50
2019 Week 16,JAX,ATL,12,24,N,N,3.65,7.00
2019 Week 16,BAL,CLE,31,15,N,N,1.20,-9.50
2019 Week 16,CAR,IND,6,38,N,N,3.20,6.50
2019 Week 16,CIN,MIA,35,38,N,N,1.95,1.00
2019 Week 16,PIT,NYJ,10,16,N,N,1.62,-3.00
2019 Week 16,NO,TEN,38,28,N,N,1.80,-1.00
2019 Week 16,NYG,WAS,41,35,N,N,2.15,2.50
2019 Week 16,LAR,SF,31,34,N,N,3.20,6.00
2019 Week 16,BUF,NE,17,24,N,N,3.25,6.50
2019 Week 16,HOU,TB,23,20,N,N,1.83,-1.00
2019 Week 15,IND,NO,7,34,N,N,3.80,9.00
2019 Week 15,BUF,PIT,17,10,N,N,2.05,1.50
2019 Week 15,LAR,DAL,21,44,N,N,2.20,2.50
2019 Week 15,ATL,SF,29,22,N,N,4.75,10.50
2019 Week 15,CLE,ARI,24,38,N,N,1.74,-2.50
2019 Week 15,MIN,LAC,39,10,N,N,1.64,-3.00
2019 Week 15,JAX,OAK,20,16,N,N,3.10,5.50
2019 Week 15,SEA,CAR,30,24,N,N,1.40,-5.50
2019 Week 15,NE,CIN,34,13,N,N,1.22,-10.00
2019 Week 15,TB,DET,38,17,N,N,1.50,-3.50
2019 Week 15,CHI,GB,13,21,N,N,2.80,4.50
2019 Week 15,DEN,KC,3,23,N,N,5.00,11.50
2019 Week 15,MIA,NYG,20,36,N,N,2.65,3.50
2019 Week 15,HOU,TEN,24,21,N,N,2.45,3.00
2019 Week 15,PHI,WAS,37,27,N,N,1.35,-6.00
2019 Week 15,NYJ,BAL,21,42,N,N,6.75,14.50
2019 Week 14,NYG,PHI,17,23,N,N,3.80,8.50
2019 Week 14,SEA,LAR,12,28,N,N,1.71,-2.50
2019 Week 14,PIT,ARI,23,17,N,N,1.76,-2.50
2019 Week 14,KC,NE,23,16,N,N,2.30,3.50
2019 Week 14,TEN,OAK,42,21,N,N,1.64,-3.00
2019 Week 14,LAC,JAX,45,10,N,N,1.66,-2.50
2019 Week 14,CAR,ATL,20,40,N,N,2.10,2.50
2019 Week 14,BAL,BUF,24,17,N,N,1.42,-6.00
2019 Week 14,CIN,CLE,19,27,N,N,4.00,10.50
2019 Week 14,WAS,GB,15,20,N,N,6.50,13.50
2019 Week 14,DEN,HOU,38,24,N,N,3.80,8.00
2019 Week 14,DET,MIN,7,20,N,N,7.50,13.50
2019 Week 14,SF,NO,48,46,N,N,2.50,3.00
2019 Week 14,MIA,NYJ,21,22,N,N,3.15,5.50
2019 Week 14,IND,TB,35,38,N,N,2.45,3.00
2019 Week 14,DAL,CHI,24,31,N,N,1.62,-3.00
2019 Week 13,MIN,SEA,30,37,N,N,2.30,3.00
2019 Week 13,NE,HOU,22,28,N,N,1.60,-3.00
2019 Week 13,LAC,DEN,20,23,N,N,1.80,-1.00
2019 Week 13,OAK,KC,9,40,N,N,4.50,10.00
2019 Week 13,LAR,ARI,34,7,N,N,1.47,-4.00
2019 Week 13,SF,BAL,17,20,N,N,2.95,4.50
2019 Week 13,WAS,CAR,29,21,N,N,4.50,9.50
2019 Week 13,NYJ,CIN,6,22,N,N,1.55,-3.50
2019 Week 13,TEN,IND,31,17,N,N,2.35,3.00
2019 Week 13,TB,JAX,28,11,N,N,1.95,1.50
2019 Week 13,PHI,MIA,31,37,N,N,1.27,-7.50
2019 Week 13,GB,NYG,31,13,N,N,1.32,-6.50
2019 Week 13,CLE,PIT,13,20,N,N,1.86,-1.00
2019 Week 13,NO,ATL,26,18,N,N,1.32,-6.50
2019 Week 13,BUF,DAL,26,15,N,N,3.50,7.00
2019 Week 13,CHI,DET,24,20,N,N,1.90,-1.00
2019 Week 12,BAL,LAR,45,6,N,N,1.66,-2.50
2019 Week 12,GB,SF,8,37,N,N,2.45,3.00
2019 Week 12,DAL,NE,9,13,N,N,3.25,7.00
2019 Week 12,JAX,TEN,20,42,N,N,2.50,3.00
2019 Week 12,TB,ATL,35,22,N,N,2.80,4.00
2019 Week 12,DEN,BUF,3,20,N,N,3.00,5.00
2019 Week 12,NYG,CHI,14,19,N,N,3.25,7.00
2019 Week 12,PIT,CIN,16,10,N,N,1.32,-6.50
2019 Week 12,MIA,CLE,24,41,N,N,5.00,10.50
2019 Week 12,CAR,NO,31,34,N,N,4.25,9.50
2019 Week 12,OAK,NYJ,3,34,N,N,1.55,-3.50
2019 Week 12,SEA,PHI,17,9,N,N,2.25,2.50
2019 Week 12,DET,WAS,16,19,N,N,1.66,-3.00
2019 Week 12,IND,HOU,17,20,N,N,2.67,3.50
2019 Week 12,KC,LAC,24,17,N,N,1.47,-4.50
2019 Week 11,CHI,LAR,7,17,N,N,3.35,7.00
2019 Week 11,CIN,OAK,10,17,N,N,4.50,10.00
2019 Week 11,NE,PHI,17,10,N,N,1.55,-3.50
2019 Week 11,ARI,SF,26,36,N,N,8.00,13.50
2019 Week 11,HOU,BAL,7,41,N,N,2.70,5.00
2019 Week 11,ATL,CAR,29,3,N,N,3.15,6.00
2019 Week 11,DAL,DET,35,27,N,N,1.32,-6.50
2019 Week 11,JAX,IND,13,33,N,N,2.40,3.00
2019 Week 11,BUF,MIA,37,20,N,N,1.36,-6.50
2019 Week 11,DEN,MIN,23,27,N,N,5.25,10.00
2019 Week 11,NO,TB,34,17,N,N,1.43,-5.50
2019 Week 11,NYJ,WAS,34,17,N,N,1.95,1.00
2019 Week 11,PIT,CLE,7,21,N,N,2.35,3.00
2019 Week 11,SEA,SF,27,24,N,N,3.15,6.50
2019 Week 10,MIN,DAL,28,24,N,N,2.30,3.00
2019 Week 10,CAR,GB,16,24,N,N,2.95,6.00
2019 Week 10,LAR,PIT,12,17,N,N,1.45,-4.00
2019 Week 10,MIA,IND,16,12,N,N,5.00,12.00
2019 Week 10,DET,CHI,13,20,N,N,2.50,3.00
2019 Week 10,BAL,CIN,49,13,N,N,1.22,-10.00
2019 Week 10,BUF,CLE,16,19,N,N,2.15,2.50
2019 Week 10,ATL,NO,26,9,N,N,5.25,12.00
2019 Week 10,NYG,NYJ,27,34,N,N,1.74,-2.00
2019 Week 10,ARI,TB,27,30,N,N,2.85,5.50
2019 Week 10,KC,TEN,32,35,N,N,1.38,-5.50
2019 Week 10,LAC,OAK,24,26,N,N,2.00,2.00
2019 Week 10,DAL,NYG,37,18,N,N,1.27,-7.00
2019 Week 10,NE,BAL,20,37,N,N,1.50,-3.50
2019 Week 9,CLE,DEN,19,24,N,N,2.10,1.50
2019 Week 9,GB,LAC,11,26,N,N,1.62,-3.00
2019 Week 9,DET,OAK,24,31,N,N,2.15,2.00
2019 Week 9,TB,SEA,34,40,N,N,3.30,6.50
2019 Week 9,WAS,BUF,9,24,N,N,4.50,10.00
2019 Week 9,TEN,CAR,20,30,N,N,2.65,3.50
2019 Week 9,MIN,KC,23,26,N,N,1.50,-3.50
2019 Week 9,NYJ,MIA,18,26,N,N,1.45,-5.50
2019 Week 9,CHI,PHI,14,22,N,N,2.90,5.00
2019 Week 9,IND,PIT,24,26,N,N,1.86,-1.00
2019 Week 9,HOU,JAX,26,3,N,N,1.71,-2.50
2019 Week 9,SF,ARI,28,25,N,N,1.27,-8.00
2019 Week 9,MIA,PIT,14,27,N,N,6.50,14.50
2019 Week 9,GB,KC,31,24,N,N,1.58,-3.00
2018 Playoffs,NE,LAR,13,3,Y,N,1.86,-1.00
2018 Playoffs,NE,KC,37,31,Y,N,2.25,3.00
2018 Playoffs,LAR,NO,26,23,Y,N,2.55,3.00
2018 Playoffs,PHI,NO,14,20,Y,N,4.00,8.00
2018 Playoffs,LAC,NE,28,41,Y,N,2.80,5.00
2018 Playoffs,DAL,LAR,22,30,Y,N,3.60,7.00
2018 Playoffs,IND,KC,13,31,Y,N,2.90,5.50
2018 Playoffs,PHI,CHI,16,15,Y,N,3.00,7.00
2018 Playoffs,LAC,BAL,23,17,Y,N,2.30,3.00
2018 Playoffs,SEA,DAL,22,24,Y,N,2.25,2.50
2018 Playoffs,IND,HOU,21,7,Y,N,2.15,2.50
2018 Week 17,IND,TEN,33,17,N,N,1.64,-3.00
2018 Week 17,CLE,BAL,24,26,N,N,3.00,4.50
2018 Week 17,LAC,DEN,23,9,N,N,1.32,-6.50
2018 Week 17,SF,LAR,32,48,N,N,4.50,9.00
2018 Week 17,CHI,MIN,24,10,N,N,2.90,6.00
2018 Week 17,CIN,PIT,13,16,N,N,7.25,14.00
2018 Week 17,ARI,SEA,24,27,N,N,6.25,13.50
2018 Week 17,PHI,WAS,24,0,N,N,1.32,-6.50
2018 Week 17,MIA,BUF,17,42,N,N,2.50,3.50
2018 Week 17,DET,GB,31,0,N,N,3.60,7.00
2018 Week 17,JAX,HOU,3,20,N,N,3.75,8.50
2018 Week 17,OAK,KC,3,35,N,N,6.50,13.50
2018 Week 17,NYJ,NE,3,38,N,N,6.25,12.50
2018 Week 17,CAR,NO,33,14,N,N,3.75,7.50
2018 Week 17,DAL,NYG,36,35,N,N,3.65,7.00
2018 Week 17,ATL,TB,34,32,N,N,2.05,1.00
2018 Week 16,DEN,OAK,14,27,N,N,1.71,-2.50
2018 Week 16,KC,SEA,31,38,N,N,1.74,-2.50
2018 Week 16,PIT,NO,28,31,N,N,3.15,5.50
2018 Week 16,LAR,ARI,31,9,N,N,1.07,-13.50
2018 Week 16,CHI,SF,14,9,N,N,1.54,-3.50
2018 Week 16,ATL,CAR,24,10,N,N,2.25,3.00
2018 Week 16,CIN,CLE,18,26,N,N,3.25,6.50
2018 Week 16,TB,DAL,20,27,N,N,3.50,7.00
2018 Week 16,MIN,DET,27,9,N,N,1.40,-4.50
2018 Week 16,NYG,IND,27,28,N,N,4.75,9.00
2018 Week 16,JAX,MIA,17,7,N,N,2.95,5.00
2018 Week 16,BUF,NE,12,24,N,N,6.50,12.50
2018 Week 16,GB,NYJ,44,38,N,N,2.05,-2.50
2018 Week 16,HOU,PHI,30,32,N,N,1.90,-1.00
2018 Week 16,BAL,LAC,22,10,N,N,2.85,4.50
2018 Week 16,WAS,TEN,16,25,N,N,5.00,10.00
2018 Week 15,NO,CAR,12,9,N,N,1.40,-6.50
2018 Week 15,PHI,LAR,30,23,N,N,4.25,9.50
2018 Week 15,NE,PIT,10,17,N,N,1.83,-1.00
2018 Week 15,SEA,SF,23,26,N,N,1.35,-6.50
2018 Week 15,ARI,ATL,14,40,N,N,4.25,9.00
2018 Week 15,TB,BAL,12,20,N,N,3.80,8.00
2018 Week 15,DET,BUF,13,14,N,N,2.30,1.50
2018 Week 15,GB,CHI,17,24,N,N,3.20,6.50
2018 Week 15,OAK,CIN,16,30,N,N,2.50,3.00
2018 Week 15,DAL,IND,0,23,N,N,2.30,2.50
2018 Week 15,WAS,JAX,16,13,N,N,3.45,6.50
2018 Week 15,MIA,MIN,17,41,N,N,3.65,7.00
2018 Week 15,TEN,NYG,17,0,N,N,2.30,2.50
2018 Week 15,CLE,DEN,17,16,N,N,2.50,3.50
2018 Week 15,HOU,NYJ,29,22,N,N,1.35,-6.00
2018 Week 15,LAC,KC,29,28,N,N,2.50,3.50
2018 Week 14,MIN,SEA,7,21,N,N,2.50,3.00
2018 Week 14,LAR,CHI,6,15,N,N,1.57,-3.00
2018 Week 14,DET,ARI,17,3,N,N,1.76,-2.50
2018 Week 14,PHI,DAL,23,29,N,N,2.70,4.00
2018 Week 14,PIT,OAK,21,24,N,N,1.13,-11.50
2018 Week 14,CIN,LAC,21,26,N,N,8.00,14.50
2018 Week 14,DEN,SF,14,20,N,N,1.43,-5.50
2018 Week 14,NYJ,BUF,27,23,N,N,2.60,3.50
2018 Week 14,CAR,CLE,20,26,N,N,1.80,-1.00
2018 Week 14,ATL,GB,20,34,N,N,3.10,5.50
2018 Week 14,IND,HOU,24,21,N,N,2.85,4.00
2018 Week 14,BAL,KC,24,27,N,N,3.55,7.00
2018 Week 14,NE,MIA,33,34,N,N,1.25,-7.50
2018 Week 14,NO,TB,28,14,N,N,1.25,-8.00
2018 Week 14,NYG,WAS,40,16,N,N,1.55,-4.00
2018 Week 14,JAX,TEN,9,30,N,N,2.85,4.50
2018 Week 13,WAS,PHI,13,28,N,N,3.20,7.00
2018 Week 13,LAC,PIT,33,30,N,N,2.55,3.50
2018 Week 13,MIN,NE,10,24,N,N,3.00,5.50
2018 Week 13,SF,SEA,16,43,N,N,4.50,10.00
2018 Week 13,KC,OAK,40,33,N,N,1.09,-15.00
2018 Week 13,NYJ,TEN,22,26,N,N,4.50,9.00
2018 Week 13,BAL,ATL,26,16,N,N,1.83,-1.50
2018 Week 13,DEN,CIN,24,10,N,N,1.50,-3.50
2018 Week 13,LAR,DET,30,16,N,N,1.20,-9.50
2018 Week 13,ARI,GB,20,17,N,N,7.00,14.00
2018 Week 13,CLE,HOU,13,29,N,N,3.15,6.50
2018 Week 13,IND,JAX,0,6,N,N,1.55,-3.50
2018 Week 13,BUF,MIA,17,21,N,N,2.95,6.00
2018 Week 13,CHI,NYG,27,30,N,N,1.52,-4.00
2018 Week 13,CAR,TB,17,24,N,N,1.52,-4.00
2018 Week 13,NO,DAL,10,13,N,N,1.29,-7.50
2018 Week 12,TEN,HOU,17,34,N,N,3.20,6.00
2018 Week 12,GB,MIN,17,24,N,N,2.70,4.00
2018 Week 12,PIT,DEN,17,24,N,N,1.58,-3.50
2018 Week 12,MIA,IND,24,27,N,N,4.50,10.00
2018 Week 12,ARI,LAC,10,45,N,N,5.50,11.00
2018 Week 12,OAK,BAL,17,34,N,N,5.75,11.50
2018 Week 12,JAX,BUF,21,24,N,N,1.58,-3.50
2018 Week 12,SEA,CAR,30,27,N,N,2.55,3.50
2018 Week 12,CLE,CIN,35,20,N,N,2.50,3.00
2018 Week 12,NE,NYJ,27,13,N,N,1.22,-9.50
2018 Week 12,NYG,PHI,22,25,N,N,3.05,4.50
2018 Week 12,SF,TB,9,27,N,N,2.67,3.50
2018 Week 12,ATL,NO,17,31,N,N,6.00,12.50
2018 Week 12,WAS,DAL,23,31,N,N,3.80,8.00
2018 Week 12,CHI,DET,23,16,N,N,1.50,-4.00
2018 Week 11,KC,LAR,51,54,N,N,2.15,2.50
2018 Week 11,MIN,CHI,20,25,N,N,2.15,3.00
2018 Week 11,PHI,NO,7,48,N,N,3.80,9.00
2018 Week 11,OAK,ARI,23,21,N,N,2.67,4.00
2018 Week 11,DEN,LAC,23,22,N,N,3.60,7.00
2018 Week 11,DAL,ATL,22,19,N,N,2.55,3.00
2018 Week 11,CIN,BAL,21,24,N,N,2.70,4.00
2018 Week 11,CAR,DET,19,20,N,N,1.50,-3.50
2018 Week 11,TEN,IND,10,38,N,N,2.15,3.00
2018 Week 11,PIT,JAX,20,16,N,N,1.38,-5.00
2018 Week 11,TB,NYG,35,38,N,N,1.95,1.00
2018 Week 11,HOU,WAS,23,21,N,N,1.64,-2.50
2018 Week 11,GB,SEA,24,27,N,N,2.15,3.00
2018 Week 11,NYG,SF,27,23,N,N,2.40,3.00
2018 Week 10,DAL,PHI,27,20,N,N,3.20,6.50
2018 Week 10,MIA,GB,12,31,N,N,4.50,9.00
