Date, Team,Opponent, Score,Opponent Score,Playoff Game?,Home, Odds Open, Line Open
2010 Week 15,BAL,NO,30,24,N,y,1.74,-2.00
2010 Week 15,SD,SF,34,7,N,y,1.17,-10.00
2010 Week 14,MIN,NYG,3,21,N,y,3.00,5.00
2010 Week 14,HOU,BAL,28,34,N,y,2.30,3.00
2010 Week 14,WAS,TB,16,17,N,y,2.05,1.50
2010 Week 14,SF,SEA,40,21,N,y,1.45,-4.50
2010 Week 14,SD,KC,31,0,N,y,1.18,-10.00
2010 Week 14,PIT,CIN,23,7,N,y,1.25,-8.50
2010 Week 14,NYJ,MIA,6,10,N,y,1.43,-5.00
2010 Week 14,NO,STL,31,13,N,y,1.22,-9.50
2010 Week 14,JAX,OAK,38,31,N,y,1.51,-3.50
2010 Week 14,DET,GB,7,3,N,y,3.50,7.00
2010 Week 14,DAL,PHI,27,30,N,y,2.85,4.50
2010 Week 14,CHI,NE,7,36,N,y,2.30,3.00
2010 Week 14,CAR,ATL,10,31,N,y,3.90,7.50
2010 Week 14,BUF,CLE,13,6,N,y,1.91,0.00
2010 Week 14,ARI,DEN,43,13,N,y,2.70,4.00
2010 Week 14,TEN,IND,28,30,N,y,2.60,3.50
2010 Week 13,NE,NYJ,45,3,N,y,1.47,-4.00
2010 Week 13,TEN,JAX,6,17,N,y,1.56,-3.00
2010 Week 13,TB,ATL,24,28,N,y,2.30,3.00
2010 Week 13,SEA,CAR,31,14,N,y,1.43,-5.00
2010 Week 13,SD,OAK,13,28,N,y,1.14,-13.00
2010 Week 13,NYG,WAS,31,7,N,y,1.28,-7.50
2010 Week 13,MIN,BUF,38,14,N,y,1.41,-5.50
2010 Week 13,MIA,CLE,10,13,N,y,1.41,-5.50
2010 Week 13,KC,DEN,10,6,N,y,1.26,-8.00
2010 Week 13,IND,DAL,35,38,N,y,1.38,-6.00
2010 Week 13,GB,SF,34,16,N,y,1.22,-9.00
2010 Week 13,DET,CHI,20,24,N,y,3.15,5.50
2010 Week 13,CIN,NO,30,34,N,y,3.40,6.50
2010 Week 13,BAL,PIT,10,13,N,y,1.56,-3.00
2010 Week 13,ARI,STL,6,19,N,y,2.60,3.00
2010 Week 13,PHI,HOU,34,24,N,y,1.26,-8.00
2010 Week 12,ARI,SF,6,27,N,y,2.10,2.00
2010 Week 12,WAS,MIN,13,17,N,y,2.15,2.00
2010 Week 12,SEA,KC,24,42,N,y,2.05,1.50
2010 Week 12,OAK,MIA,17,33,N,y,1.69,-3.00
2010 Week 12,NYG,JAX,24,20,N,y,1.29,-7.50
2010 Week 12,IND,SD,14,36,N,y,1.74,-2.00
2010 Week 12,HOU,TEN,20,0,N,y,1.43,-5.00
2010 Week 12,DEN,STL,33,36,N,y,1.56,-3.00
2010 Week 12,CLE,CAR,24,23,N,y,1.27,-8.00
2010 Week 12,CHI,PHI,31,26,N,y,2.45,3.00
2010 Week 12,BUF,PIT,16,19,N,y,3.50,6.50
2010 Week 12,BAL,TB,17,10,N,y,1.29,-7.50
2010 Week 12,ATL,GB,20,17,N,y,1.74,-2.00
2010 Week 12,NYJ,CIN,26,10,N,y,1.20,-10.00
2010 Week 12,DET,NE,24,45,N,y,3.35,6.00
2010 Week 11,DAL,NO,27,30,N,y,2.85,4.50
2010 Week 11,SD,DEN,35,14,N,y,1.24,-9.00
2010 Week 11,TEN,WAS,16,19,N,y,1.31,-7.00
2010 Week 11,STL,ATL,17,34,N,y,2.65,3.50
2010 Week 11,SF,TB,0,21,N,y,1.53,-3.50
2010 Week 11,PIT,OAK,35,3,N,y,1.31,-7.00
2010 Week 11,PHI,NYG,27,17,N,y,1.51,-3.50
2010 Week 11,NYJ,HOU,30,27,N,y,1.34,-6.50
2010 Week 11,NO,SEA,34,19,N,y,1.17,-11.00
2010 Week 11,NE,IND,31,28,N,y,1.48,-4.50
2010 Week 11,MIN,GB,3,31,N,y,2.40,3.00
2010 Week 11,KC,ARI,31,13,N,y,1.29,-7.00
2010 Week 11,JAX,CLE,24,20,N,y,1.71,-2.50
2010 Week 11,DAL,DET,35,19,N,y,1.40,-5.50
2010 Week 10,CIN,BUF,31,49,N,y,1.44,-4.50
2010 Week 10,CAR,BAL,13,37,N,y,7.50,13.00
2010 Week 10,MIA,CHI,0,16,N,y,1.71,-2.50
2010 Week 10,WAS,PHI,28,59,N,y,2.55,3.00
2010 Week 10,TB,CAR,31,16,N,y,1.31,-7.00
2010 Week 10,SF,STL,23,20,N,y,1.48,-5.00
2010 Week 10,PIT,NE,26,39,N,y,1.50,-4.50
2010 Week 10,NYG,DAL,20,33,N,y,1.17,-12.00
2010 Week 10,MIA,TEN,29,17,N,y,1.83,-1.00
2010 Week 10,JAX,HOU,31,24,N,y,1.83,-1.00
2010 Week 10,IND,CIN,23,17,N,y,1.30,-7.00
2010 Week 10,DEN,KC,49,29,N,y,2.00,1.00
2010 Week 10,CLE,NYJ,20,26,N,y,2.65,3.00
2010 Week 10,CHI,MIN,27,13,N,y,2.00,1.00
2010 Week 9,BUF,DET,14,12,N,y,1.80,-1.50
2010 Week 9,ARI,SEA,18,36,N,y,1.49,-3.50
2010 Week 9,ATL,BAL,26,21,N,y,1.83,-1.00
2010 Week 9,CIN,PIT,21,27,N,y,3.05,5.00
2010 Week 9,SEA,NYG,7,41,N,y,3.80,7.00
2010 Week 9,PHI,IND,26,24,N,y,1.59,-3.00
2010 Week 9,OAK,KC,23,20,N,y,2.00,1.00
2010 Week 9,MIN,ARI,27,24,N,y,1.29,-7.50
2010 Week 9,HOU,SD,23,29,N,y,2.30,3.00
2010 Week 9,GB,DAL,45,7,N,y,1.29,-7.50
2010 Week 9,DET,NYJ,20,23,N,y,3.10,5.50
2010 Week 9,CLE,NE,34,14,N,y,2.80,4.00
2010 Week 9,CAR,NO,3,34,N,y,3.35,6.00
2010 Week 9,BUF,CHI,19,22,N,y,2.30,3.00
2009 Playoffs,IND,NO,17,31,Y,y,1.49,-4.50
2009 Playoffs,NO,MIN,31,28,Y,y,1.50,-4.00
2009 Playoffs,IND,NYJ,30,17,Y,y,1.29,-8.00
2009 Playoffs,SD,NYJ,14,17,Y,y,1.24,-8.50
2009 Playoffs,MIN,DAL,34,3,Y,y,1.71,-2.50
2009 Playoffs,NO,ARI,45,14,Y,y,1.33,-7.00
2009 Playoffs,IND,BAL,20,3,Y,y,1.37,-6.50
2009 Playoffs,NE,BAL,14,33,Y,y,1.49,-3.50
2009 Playoffs,ARI,GB,51,45,Y,y,2.25,3.00
2009 Playoffs,DAL,PHI,34,14,Y,y,1.53,-3.50
2009 Playoffs,CIN,NYJ,14,24,Y,y,1.71,-2.50
2009 Week 17,TB,ATL,10,20,N,y,2.35,3.00
2009 Week 17,STL,SF,6,28,N,y,3.50,7.00
2009 Week 17,SEA,TEN,13,17,N,y,3.30,6.00
2009 Week 17,SD,WAS,23,20,N,y,1.59,-3.00
2009 Week 17,OAK,BAL,13,21,N,y,5.25,10.00
2009 Week 17,NYJ,CIN,37,0,N,y,1.18,-10.00
2009 Week 17,MIN,NYG,44,7,N,y,1.28,-8.00
2009 Week 17,MIA,PIT,24,30,N,y,2.40,3.00
2009 Week 17,HOU,NE,34,27,N,y,1.31,-8.00
2009 Week 17,DET,CHI,23,37,N,y,2.90,4.50
2009 Week 17,DEN,KC,24,44,N,y,1.24,-9.00
2009 Week 17,DAL,PHI,24,0,N,y,1.65,-3.00
2009 Week 17,CLE,JAX,23,17,N,y,1.74,-2.00
2009 Week 17,CAR,NO,23,10,N,y,1.24,-10.00
2009 Week 17,BUF,IND,30,7,N,y,1.26,-8.00
2009 Week 17,ARI,GB,7,33,N,y,1.65,-3.00
2009 Week 16,CHI,MIN,36,30,N,y,4.30,8.50
2009 Week 16,WAS,DAL,0,17,N,y,3.60,7.00
2009 Week 16,SF,DET,20,6,N,y,1.11,-14.00
2009 Week 16,PIT,BAL,23,20,N,y,1.69,-3.00
2009 Week 16,PHI,DEN,30,27,N,y,1.33,-7.00
2009 Week 16,NYG,CAR,9,41,N,y,1.27,-8.50
2009 Week 16,NO,TB,17,20,N,y,1.12,-14.00
2009 Week 16,NE,JAX,35,7,N,y,1.22,-9.50
2009 Week 16,MIA,HOU,20,27,N,y,1.80,-1.50
2009 Week 16,IND,NYJ,15,29,N,y,1.54,-3.00
2009 Week 16,GB,SEA,48,10,N,y,1.12,-13.50
2009 Week 16,CLE,OAK,23,9,N,y,1.59,-3.00
2009 Week 16,CIN,KC,17,10,N,y,1.15,-13.50
2009 Week 16,ATL,BUF,31,3,N,y,1.27,-8.00
2009 Week 16,ARI,STL,31,10,N,y,1.08,-16.50
2009 Week 16,TEN,SD,17,42,N,y,1.80,-1.50
2009 Week 15,WAS,NYG,12,45,N,y,2.20,3.00
2009 Week 15,TEN,MIA,27,24,N,y,1.43,-5.00
2009 Week 15,STL,HOU,13,16,N,y,8.00,14.00
2009 Week 15,SEA,TB,7,24,N,y,1.34,-6.50
2009 Week 15,SD,CIN,27,24,N,y,1.32,-7.00
2009 Week 15,PIT,GB,37,36,N,y,1.69,-3.00
2009 Week 15,PHI,SF,27,13,N,y,1.29,-7.50
2009 Week 15,NYJ,ATL,7,10,N,y,1.40,-5.50
2009 Week 15,KC,CLE,34,41,N,y,1.69,-2.50
2009 Week 15,DET,ARI,24,31,N,y,8.00,14.00
2009 Week 15,DEN,OAK,19,20,N,y,1.10,-14.00
2009 Week 15,CAR,MIN,26,7,N,y,4.25,8.50
2009 Week 15,BUF,NE,10,17,N,y,3.55,7.00
2009 Week 15,BAL,CHI,31,7,N,y,1.17,-11.00
2009 Week 15,NO,DAL,17,24,N,y,1.29,-7.50
2009 Week 15,JAX,IND,31,35,N,y,2.55,3.00
2009 Week 14,SF,ARI,24,9,N,y,2.85,4.00
2009 Week 14,TEN,STL,47,7,N,y,1.13,-14.00
2009 Week 14,TB,NYJ,3,26,N,y,2.65,3.50
2009 Week 14,OAK,WAS,13,34,N,y,2.15,2.00
2009 Week 14,NYG,PHI,38,45,N,y,2.00,1.00
2009 Week 14,NE,CAR,20,10,N,y,1.15,-12.50
2009 Week 14,MIN,CIN,30,10,N,y,1.38,-6.00
2009 Week 14,KC,BUF,10,16,N,y,2.40,2.50
2009 Week 14,JAX,MIA,10,14,N,y,1.77,-2.00
2009 Week 14,IND,DEN,28,16,N,y,1.34,-6.50
2009 Week 14,HOU,SEA,34,7,N,y,1.30,-7.00
2009 Week 14,DAL,SD,17,20,N,y,1.56,-3.50
2009 Week 14,CHI,GB,14,21,N,y,2.85,4.00
2009 Week 14,BAL,DET,48,3,N,y,1.11,-14.00
2009 Week 14,ATL,NO,23,26,N,y,5.00,10.00
2009 Week 14,CLE,PIT,13,6,N,y,5.00,9.50
2009 Week 13,GB,BAL,27,14,N,y,1.48,-3.50
2009 Week 13,WAS,NO,30,33,N,y,4.60,9.00
2009 Week 13,SEA,SF,20,17,N,y,2.00,1.00
2009 Week 13,PIT,OAK,24,27,N,y,1.08,-15.00
2009 Week 13,NYG,DAL,31,24,N,y,2.05,1.50
2009 Week 13,MIA,NE,22,21,N,y,3.00,5.50
2009 Week 13,KC,DEN,13,44,N,y,3.20,6.00
2009 Week 13,JAX,HOU,23,18,N,y,2.05,1.50
2009 Week 13,IND,TEN,27,17,N,y,1.40,-6.00
2009 Week 13,CLE,SD,23,30,N,y,7.00,14.00
2009 Week 13,CIN,DET,23,13,N,y,1.13,-13.50
2009 Week 13,CHI,STL,17,9,N,y,1.22,-9.00
2009 Week 13,CAR,TB,16,6,N,y,1.50,-4.00
2009 Week 13,ATL,PHI,7,34,N,y,2.85,4.50
2009 Week 13,ARI,MIN,30,17,N,y,2.60,3.50
2009 Week 13,BUF,NYJ,13,19,N,y,2.70,3.50
2009 Week 12,NO,NE,38,17,N,y,1.77,-2.00
2009 Week 12,TEN,ARI,20,17,N,y,1.53,-3.50
2009 Week 12,STL,SEA,17,27,N,y,2.70,3.50
2009 Week 12,SF,JAX,20,3,N,y,1.57,-3.00
2009 Week 12,SD,KC,43,14,N,y,1.13,-13.50
2009 Week 12,PHI,WAS,27,24,N,y,1.19,-10.00
2009 Week 12,NYJ,CAR,17,6,N,y,1.56,-3.50
2009 Week 12,MIN,CHI,36,10,N,y,1.17,-10.50
2009 Week 12,HOU,IND,27,35,N,y,2.35,3.00
2009 Week 12,CIN,CLE,16,7,N,y,1.14,-12.50
2009 Week 12,BUF,MIA,31,14,N,y,2.70,3.50
2009 Week 12,BAL,PIT,20,17,N,y,1.28,-7.50
2009 Week 12,ATL,TB,20,17,N,y,1.15,-12.50
2009 Week 12,DET,GB,12,34,N,y,5.75,11.50
2009 Week 12,DEN,NYG,26,6,N,y,2.80,4.50
2009 Week 11,DAL,OAK,24,7,N,y,1.13,-13.50
2009 Week 11,HOU,TEN,17,20,N,y,1.50,-3.50
2009 Week 11,TB,NO,7,38,N,y,5.00,10.50
2009 Week 11,STL,ARI,13,21,N,y,4.25,9.00
2009 Week 11,OAK,CIN,20,17,N,y,4.25,8.50
2009 Week 11,NYG,ATL,34,31,N,y,1.29,-7.00
2009 Week 11,NE,NYJ,31,14,N,y,1.15,-11.00
2009 Week 11,MIN,SEA,35,9,N,y,1.18,-10.50
2009 Week 11,KC,PIT,27,24,N,y,5.75,11.50
2009 Week 11,JAX,BUF,18,15,N,y,1.27,-8.50
2009 Week 11,GB,SF,30,24,N,y,1.38,-6.00
2009 Week 11,DET,CLE,38,37,N,y,1.57,-3.00
2009 Week 11,DEN,SD,3,32,N,y,3.35,6.00
2009 Week 11,DAL,WAS,7,6,N,y,1.17,-10.50
2009 Week 10,CHI,PHI,20,24,N,y,2.70,3.50
2009 Week 10,BAL,IND,15,17,N,y,2.05,1.50
2009 Week 10,CAR,MIA,17,24,N,y,1.50,-3.50
2009 Week 10,CLE,BAL,0,16,N,y,5.50,11.00
2009 Week 10,WAS,DEN,27,17,N,y,2.65,3.50
2009 Week 10,TEN,BUF,41,17,N,y,1.28,-7.50
2009 Week 10,STL,NO,23,28,N,y,7.50,14.00
2009 Week 10,SD,PHI,31,23,N,y,1.83,-1.00
2009 Week 10,PIT,CIN,12,18,N,y,1.32,-7.00
2009 Week 10,OAK,KC,10,16,N,y,1.71,-2.50
2009 Week 10,NYJ,JAX,22,24,N,y,1.34,-6.50
2009 Week 10,MIN,DET,27,10,N,y,1.06,-17.00
2009 Week 10,MIA,TB,25,23,N,y,1.20,-10.00
2009 Week 10,IND,NE,35,34,N,y,1.77,-2.00
2009 Week 9,GB,DAL,17,7,N,y,2.35,3.00
2009 Week 9,CAR,ATL,28,19,N,y,2.05,1.50
2009 Week 9,ARI,SEA,31,20,N,y,1.28,-8.50
2009 Week 9,SF,CHI,10,6,N,y,1.57,-3.00
2009 Week 9,DEN,PIT,10,28,N,y,2.35,3.00
2009 Week 9,TB,GB,38,28,N,y,5.00,10.00
2009 Week 9,SEA,DET,32,20,N,y,1.17,-11.00
2009 Week 9,SF,TEN,27,34,N,y,1.45,-4.50
2009 Week 9,PHI,DAL,16,20,N,y,1.69,-3.00
2009 Week 9,NYG,SD,20,21,N,y,1.42,-5.00
2009 Week 9,NO,CAR,30,20,N,y,1.16,-11.50
2009 Week 9,NE,MIA,27,17,N,y,1.16,-11.00
2009 Week 9,JAX,KC,24,21,N,y,1.31,-7.00
2009 Week 9,IND,HOU,20,17,N,y,1.29,-7.50
2008 Playoffs,PIT,ARI,27,23,Y,y,1.44,-6.50
2008 Playoffs,PIT,BAL,23,14,Y,y,1.37,-6.00
2008 Playoffs,ARI,PHI,32,25,Y,y,2.50,3.50
2008 Playoffs,PIT,SD,35,24,Y,y,1.38,-6.50
2008 Playoffs,NYG,PHI,11,23,Y,y,1.50,-4.00
2008 Playoffs,TEN,BAL,10,13,Y,y,1.65,-3.00
2008 Playoffs,CAR,ARI,13,33,Y,y,1.20,-10.00
2008 Playoffs,MIN,PHI,14,26,Y,y,2.55,3.50
2008 Playoffs,MIA,BAL,9,27,Y,y,2.70,3.50
2008 Playoffs,SD,IND,23,17,Y,y,2.10,2.00
2008 Playoffs,ARI,ATL,30,24,Y,y,1.77,-2.00
2008 Week 17,TB,OAK,24,31,N,y,1.17,-11.00
2008 Week 17,SF,WAS,27,24,N,y,1.69,-2.50
2008 Week 17,SD,DEN,52,21,N,y,1.30,-7.00
2008 Week 17,PIT,CLE,31,0,N,y,1.15,-11.50
2008 Week 17,PHI,DAL,44,6,N,y,1.71,-2.00
2008 Week 17,NYJ,MIA,17,24,N,y,1.69,-2.50
2008 Week 17,NO,CAR,31,33,N,y,2.10,2.00
2008 Week 17,MIN,NYG,20,19,N,y,1.32,-7.00
2008 Week 17,IND,TEN,23,0,N,y,2.25,3.00
2008 Week 17,HOU,CHI,31,24,N,y,1.65,-3.00
2008 Week 17,GB,DET,31,21,N,y,1.15,-11.00
2008 Week 17,CIN,KC,16,6,N,y,1.80,-1.50
2008 Week 17,BUF,NE,0,13,N,y,3.00,5.50
2008 Week 17,BAL,JAX,27,7,N,y,1.16,-11.00
2008 Week 17,ATL,STL,31,27,N,y,1.10,-14.00
2008 Week 17,ARI,SEA,34,21,N,y,1.32,-7.00
2008 Week 16,CHI,GB,20,17,N,y,1.49,-4.00
2008 Week 16,WAS,PHI,10,3,N,y,2.90,5.50
2008 Week 16,TEN,PIT,31,14,N,y,2.30,3.00
2008 Week 16,TB,SD,24,41,N,y,1.57,-4.00
2008 Week 16,STL,SF,16,17,N,y,2.60,3.50
2008 Week 16,SEA,NYJ,13,3,N,y,2.60,3.50
2008 Week 16,OAK,HOU,27,16,N,y,3.75,7.00
2008 Week 16,NYG,CAR,34,28,N,y,1.47,-4.00
2008 Week 16,NE,ARI,47,7,N,y,1.32,-8.00
2008 Week 16,MIN,ATL,17,24,N,y,1.59,-3.00
2008 Week 16,KC,MIA,31,38,N,y,2.60,3.00
2008 Week 16,DET,NO,7,42,N,y,3.60,7.00
2008 Week 16,DEN,BUF,23,30,N,y,1.36,-6.50
2008 Week 16,CLE,CIN,0,14,N,y,1.71,-2.50
2008 Week 16,DAL,BAL,24,33,N,y,1.41,-5.50
2008 Week 16,JAX,IND,24,31,N,y,3.20,6.00
2008 Week 15,PHI,CLE,30,10,N,y,1.08,-15.50
2008 Week 15,STL,SEA,20,23,N,y,2.10,2.00
2008 Week 15,OAK,NE,26,49,N,y,3.45,7.00
2008 Week 15,NYJ,BUF,31,27,N,y,1.28,-8.00
2008 Week 15,MIA,SF,14,9,N,y,1.40,-5.50
2008 Week 15,KC,SD,21,22,N,y,3.10,5.50
2008 Week 15,JAX,GB,20,16,N,y,2.30,3.00
2008 Week 15,IND,DET,31,21,N,y,1.06,-17.00
2008 Week 15,HOU,TEN,13,12,N,y,2.40,3.00
2008 Week 15,DAL,NYG,20,8,N,y,1.65,-3.00
2008 Week 15,CIN,WAS,20,13,N,y,3.40,6.50
2008 Week 15,CAR,DEN,30,10,N,y,1.29,-8.00
2008 Week 15,BAL,PIT,9,13,N,y,1.65,-3.00
2008 Week 15,ATL,TB,13,10,N,y,1.40,-5.50
2008 Week 15,ARI,MIN,14,35,N,y,1.48,-4.50
2008 Week 15,CHI,NO,27,24,N,y,1.67,-3.00
2008 Week 14,CAR,TB,38,23,N,y,1.56,-3.00
2008 Week 14,TEN,CLE,28,9,N,y,1.13,-14.00
2008 Week 14,SEA,NE,21,24,N,y,3.40,7.00
2008 Week 14,SF,NYJ,24,14,N,y,2.85,4.50
2008 Week 14,PIT,DAL,20,13,N,y,1.48,-4.00
2008 Week 14,NYG,PHI,14,20,N,y,1.37,-6.50
2008 Week 14,NO,ATL,29,25,N,y,1.61,-3.00
2008 Week 14,IND,CIN,35,3,N,y,1.14,-13.50
2008 Week 14,GB,HOU,21,24,N,y,1.33,-7.00
2008 Week 14,DET,MIN,16,20,N,y,5.50,10.50
2008 Week 14,DEN,KC,24,17,N,y,1.24,-9.00
2008 Week 14,CHI,JAX,23,10,N,y,1.34,-6.50
2008 Week 14,BUF,MIA,3,16,N,y,1.80,-1.50
2008 Week 14,BAL,WAS,24,10,N,y,1.33,-6.50
2008 Week 14,ARI,STL,34,10,N,y,1.12,-15.00
2008 Week 14,SD,OAK,34,7,N,y,1.22,-9.50
2008 Week 13,HOU,JAX,30,17,N,y,1.61,-3.00
2008 Week 13,WAS,NYG,7,23,N,y,2.60,3.50
2008 Week 13,TB,NO,23,20,N,y,1.50,-4.00
2008 Week 13,STL,MIA,12,16,N,y,3.75,7.00
2008 Week 13,SD,ATL,16,22,N,y,1.34,-6.50
2008 Week 13,OAK,KC,13,20,N,y,1.57,-3.00
2008 Week 13,NYJ,DEN,17,34,N,y,1.29,-7.50
2008 Week 13,NE,PIT,10,33,N,y,1.77,-2.00
2008 Week 13,MIN,CHI,34,14,N,y,1.43,-5.00
2008 Week 13,GB,CAR,31,35,N,y,1.65,-3.00
2008 Week 13,CLE,IND,6,10,N,y,3.00,4.50
2008 Week 13,CIN,BAL,3,34,N,y,3.60,7.00
2008 Week 13,BUF,SF,3,10,N,y,1.34,-6.50
2008 Week 13,PHI,ARI,48,20,N,y,1.65,-3.00
2008 Week 13,DET,TEN,10,47,N,y,6.00,11.00
2008 Week 13,DAL,SEA,34,9,N,y,1.13,-12.00
2008 Week 12,NO,GB,51,29,N,y,1.91,0.00
2008 Week 12,TEN,NYJ,13,34,N,y,1.42,-5.50
2008 Week 12,STL,CHI,3,27,N,y,3.70,7.50
2008 Week 12,SEA,WAS,17,20,N,y,2.35,3.00
2008 Week 12,SD,IND,20,23,N,y,1.67,-3.00
2008 Week 12,MIA,NE,28,48,N,y,2.15,2.00
2008 Week 12,KC,BUF,31,54,N,y,2.40,3.00
2008 Week 12,JAX,MIN,12,30,N,y,1.74,-2.00
2008 Week 12,DET,TB,20,38,N,y,3.90,8.00
2008 Week 12,DEN,OAK,10,31,N,y,1.28,-8.50
2008 Week 12,DAL,SF,35,22,N,y,1.22,-9.50
2008 Week 12,CLE,HOU,6,16,N,y,1.67,-3.00
2008 Week 12,BAL,PHI,36,7,N,y,1.74,-2.00
2008 Week 12,ATL,CAR,45,28,N,y,1.91,0.00
2008 Week 12,ARI,NYG,29,37,N,y,2.40,3.00
2008 Week 11,PIT,CIN,27,10,N,y,1.13,-11.50
2008 Week 11,BUF,CLE,27,29,N,y,1.44,-5.00
2008 Week 11,WAS,DAL,10,14,N,y,2.10,2.00
2008 Week 11,TB,MIN,19,13,N,y,1.43,-5.00
2008 Week 11,SEA,ARI,20,26,N,y,2.30,3.00
2008 Week 11,SF,STL,35,16,N,y,1.33,-7.00
2008 Week 11,PIT,SD,11,10,N,y,1.45,-4.50
2008 Week 11,NYG,BAL,30,10,N,y,1.32,-7.00
2008 Week 11,MIA,OAK,17,15,N,y,1.21,-10.00
2008 Week 11,KC,NO,20,30,N,y,3.20,6.00
2008 Week 11,JAX,TEN,14,24,N,y,2.20,3.00
2008 Week 11,IND,HOU,33,27,N,y,1.29,-7.50
2008 Week 11,GB,CHI,37,3,N,y,1.56,-3.50
2008 Week 11,CIN,PHI,13,13,N,y,4.30,9.00
2008 Week 10,CAR,DET,31,22,N,y,1.12,-14.00
2008 Week 10,ATL,DEN,20,24,N,y,1.36,-6.50
2008 Week 10,NE,NYJ,31,34,N,y,1.63,-3.00
2008 Week 10,ARI,SF,29,24,N,y,1.23,-10.00
2008 Week 10,SD,KC,20,19,N,y,1.11,-14.50
2008 Week 10,PIT,IND,20,24,N,y,1.57,-3.00
2008 Week 10,PHI,NYG,31,36,N,y,1.65,-3.00
2008 Week 10,OAK,CAR,6,17,N,y,4.75,10.00
2008 Week 10,NYJ,STL,47,3,N,y,1.25,-9.50
2008 Week 10,NE,BUF,20,10,N,y,1.54,-3.50
2008 Week 10,MIN,GB,28,27,N,y,1.74,-2.50
2008 Week 10,MIA,SEA,21,19,N,y,1.29,-8.00
2008 Week 10,HOU,BAL,13,41,N,y,1.74,-2.00
2008 Week 10,DET,JAX,14,38,N,y,3.35,6.00
2008 Week 9,CHI,TEN,14,21,N,y,2.20,3.00
2008 Week 9,ATL,NO,34,20,N,y,1.80,-1.50
2008 Week 9,CLE,DEN,30,34,N,y,1.61,-3.00
2008 Week 9,WAS,PIT,6,23,N,y,1.69,-2.50
2008 Week 9,TEN,GB,19,16,N,y,1.56,-3.50
2008 Week 9,STL,ARI,13,34,N,y,2.50,3.00
2008 Week 9,SEA,PHI,7,26,N,y,3.50,7.00
2008 Week 9,OAK,ATL,0,24,N,y,2.25,3.00
2008 Week 9,NYG,DAL,35,14,N,y,1.25,-8.50
2008 Week 9,MIN,HOU,28,21,N,y,1.40,-5.50
2008 Week 9,KC,TB,27,30,N,y,4.50,9.50
2008 Week 9,IND,NE,18,15,N,y,1.33,-6.50
2008 Week 9,DEN,MIA,17,26,N,y,1.47,-4.00
2008 Week 9,CLE,BAL,27,37,N,y,1.67,-3.00
2007 Playoffs,NE,NYG,14,17,Y,y,1.23,-12.50
2007 Playoffs,NE,SD,21,12,Y,y,1.13,-14.00
2007 Playoffs,GB,NYG,20,23,Y,y,1.29,-8.00
2007 Playoffs,IND,SD,24,28,Y,y,1.17,-11.00
2007 Playoffs,DAL,NYG,17,21,Y,y,1.33,-7.00
2007 Playoffs,NE,JAX,31,20,Y,y,1.13,-13.50
2007 Playoffs,GB,SEA,42,20,Y,y,1.32,-7.50
2007 Playoffs,TB,NYG,14,24,Y,y,1.61,-3.00
2007 Playoffs,SD,TEN,17,6,Y,y,1.16,-10.50
2007 Playoffs,SEA,WAS,35,14,Y,y,1.56,-3.50
2007 Playoffs,PIT,JAX,29,31,Y,y,2.35,3.00
2007 Week 17,WAS,DAL,27,6,N,y,1.23,-9.00
2007 Week 17,TB,CAR,23,31,N,y,2.30,3.00
2007 Week 17,PHI,BUF,17,9,N,y,1.25,-9.00
2007 Week 17,OAK,SD,17,30,N,y,4.50,9.50
2007 Week 17,NYJ,KC,13,10,N,y,1.42,-5.00
2007 Week 17,MIA,CIN,25,38,N,y,2.20,2.50
2007 Week 17,IND,TEN,10,16,N,y,2.90,4.50
2007 Week 17,HOU,JAX,42,28,N,y,1.31,-7.00
2007 Week 17,GB,DET,34,13,N,y,1.51,-3.50
2007 Week 17,DEN,MIN,22,19,N,y,2.25,3.00
2007 Week 17,CLE,SF,20,7,N,y,1.15,-11.50
2007 Week 17,CHI,NO,33,25,N,y,1.83,-1.00
2007 Week 17,BAL,PIT,27,21,N,y,2.70,3.50
2007 Week 17,ATL,SEA,44,41,N,y,2.15,2.00
2007 Week 17,ARI,STL,48,19,N,y,1.38,-6.00
2007 Week 17,NYG,NE,35,38,N,y,7.50,13.50
2007 Week 16,SD,DEN,23,3,N,y,1.22,-9.50
2007 Week 16,TEN,NYJ,10,6,N,y,1.26,-8.00
2007 Week 16,SEA,BAL,27,6,N,y,1.14,-12.00
2007 Week 16,SF,TB,21,19,N,y,3.30,6.50
2007 Week 16,NO,PHI,23,38,N,y,1.56,-3.00
2007 Week 16,NE,MIA,28,7,N,y,1.04,-22.00
2007 Week 16,MIN,WAS,21,32,N,y,1.37,-6.00
2007 Week 16,JAX,OAK,49,11,N,y,1.09,-14.00
2007 Week 16,IND,HOU,38,15,N,y,1.33,-7.00
2007 Week 16,DET,KC,25,20,N,y,1.36,-6.00
2007 Week 16,CIN,CLE,19,14,N,y,2.20,2.50
2007 Week 16,CHI,GB,35,7,N,y,4.20,7.50
2007 Week 16,BUF,NYG,21,38,N,y,2.15,2.50
2007 Week 16,ARI,ATL,30,27,N,y,1.17,-11.00
2007 Week 16,CAR,DAL,13,20,N,y,5.25,10.50
2007 Week 16,STL,PIT,24,41,N,y,4.10,8.00
2007 Week 15,MIN,CHI,20,13,N,y,1.17,-10.50
2007 Week 15,TB,ATL,37,3,N,y,1.13,-13.00
2007 Week 15,STL,GB,14,33,N,y,3.90,7.00
