Date,Team,Opponent, Score,Opponent Score,Home,Playoff Game?, Odds Open, Line Open,Win %,Total DVOA,Weighted DVOA,Offense DVOA,Offense Weighted DVOA,Defense DVOA,Defense Weighted DVOA,Special Teams DVOA,Special Teams Weighted DVOA,OffenseDVOA,Offense WeightedDVOA,PassOffense,RushOffense,DefenseDVOA,Defense WeightedDVOA,PassDefense,RushDefense,Opponent Win %,Opponent Total DVOA,Opponent Weighted DVOA,Opponent Offense DVOA,Opponent Offense Weighted DVOA,Opponent Defense DVOA,Opponent Defense Weighted DVOA,Opponent Special Teams DVOA,Opponent Special Teams Weighted DVOA,Opponent OffenseDVOA,Opponent Offense WeightedDVOA,Opponent PassOffense,Opponent RushOffense,Opponent DefenseDVOA,Opponent Defense WeightedDVOA,Opponent PassDefense,Opponent RushDefense,Wins,Losses,Ties,Opponent Wins,Opponent Losses,Opponent Ties,Cover?
2013 Week 14,SF,SEA,19,17,Y,N,1.74,-2.5,0.666666667,0.156,0.17,0.054,0.047,-0.079,-0.09,0.023,0.034,0.054,0.047,0.332,-0.083,-0.079,-0.09,-0.065,-0.1,0.916666667,0.391,0.407,0.135,0.149,-0.203,-0.199,0.053,0.059,0.135,0.149,0.4,-0.022,-20.3,-0.199,-23.8,-0.15,8,4,,11,1,,No
2013 Week 14,DEN,TEN,51,28,Y,N,1.14,-13,0.833333333,0.321,0.284,0.336,0.296,0.012,-0.013,-0.003,-0.025,0.336,0.296,0.613,0.05,0.012,-0.013,0.154,-0.224,0.416666667,-0.095,-0.09,-0.023,-0.002,0.005,0.023,-0.067,-0.065,-0.023,-0.002,0.108,-0.118,0.5,0.023,4.8,-0.052,10,2,,5,7,,Yes
2013 Week 14,BAL,MIN,29,26,Y,N,1.36,-6,0.5,-0.107,-0.09,-0.213,-0.218,-0.062,-0.072,0.044,0.057,-0.213,-0.218,-0.007,-0.347,-0.062,-0.072,0.048,-0.217,0.272727273,-0.113,-0.111,-0.071,-0.063,0.082,0.091,0.04,0.043,-0.071,-0.063,-0.048,-0.044,8.2,0.091,20.4,-0.104,6,6,,3,8,1,No
2013 Week 14,CIN,IND,42,28,Y,N,1.32,-7,0.666666667,0.136,0.147,-0.049,-0.056,-0.15,-0.162,0.035,0.041,-0.049,-0.056,0.041,-0.087,-0.15,-0.162,-0.165,-0.127,0.666666667,-0.009,-0.068,0.035,-0.01,0.047,0.06,0.003,0.002,0.035,-0.01,0.092,-0.016,4.7,0.06,12.7,-0.051,8,4,,8,4,,Yes
2013 Week 14,GB,ATL,22,21,Y,N,1.54,-3.5,0.454545455,-0.074,-0.132,0.121,0.072,0.171,0.174,-0.025,-0.03,0.121,0.072,0.221,0.058,0.171,0.174,0.297,0.016,0.25,-0.065,-0.096,0.061,0.04,0.114,0.124,-0.012,-0.012,0.061,0.04,0.187,-0.087,11.4,0.124,21.6,-0.015,5,6,1,3,9,,No
2013 Week 14,NE,CLE,27,26,Y,N,1.19,-9.5,0.75,0.178,0.218,0.119,0.172,-0.002,0.01,0.057,0.056,0.119,0.172,0.243,0.016,-0.002,0.01,0.003,-0.008,0.333333333,-0.247,-0.271,-0.181,-0.187,0.064,0.076,-0.002,-0.008,-0.181,-0.187,-0.11,-0.155,6.4,0.076,18.1,-0.108,9,3,,4,8,,No
2013 Week 14,NYJ,OAK,37,27,Y,N,1.63,-3,0.416666667,-0.182,-0.212,-0.279,-0.286,-0.062,-0.039,0.035,0.035,-0.279,-0.286,-0.25,-0.224,-0.062,-0.039,0.132,-0.342,0.333333333,-0.304,-0.308,-0.181,-0.182,0.066,0.065,-0.057,-0.061,-0.181,-0.182,-0.157,-0.059,6.6,0.065,17.4,-0.083,5,7,,4,8,,Yes
2013 Week 14,PHI,DET,34,20,Y,N,1.7,-2.5,0.583333333,0.075,0.115,0.178,0.179,0.098,0.076,-0.006,0.013,0.178,0.179,0.314,0.11,0.098,0.076,0.223,-0.102,0.583333333,0.063,0.075,0.052,0.051,-0.051,-0.067,-0.04,-0.043,0.052,0.051,0.218,-0.121,-5.1,-0.067,8.5,-0.305,7,5,,7,5,,Yes
2013 Week 14,PIT,MIA,28,34,Y,N,1.59,-3,0.416666667,-0.033,-0.004,0.055,0.082,0.086,0.09,-0.002,0.004,0.055,0.082,0.247,-0.183,0.086,0.09,0.176,-0.027,0.5,-0.028,0.004,-0.014,0.002,-0.018,-0.044,-0.032,-0.042,-0.014,0.002,0.064,-0.076,-1.8,-0.044,-4.6,0.018,5,7,,6,6,,No
2013 Week 14,TB,BUF,27,6,Y,N,1.65,-3,0.25,-0.03,-0.014,-0.061,-0.024,-0.052,-0.038,-0.021,-0.028,-0.061,-0.024,0.073,-0.115,-0.052,-0.038,0.044,-0.19,0.333333333,-0.055,-0.078,-0.086,-0.104,-0.09,-0.091,-0.059,-0.064,-0.086,-0.104,-0.085,-0.036,-9,-0.091,-12.2,-0.046,3,9,,4,8,,Yes
2013 Week 14,WAS,KC,10,45,Y,N,2.52,3.5,0.25,-0.238,-0.217,-0.031,-0.035,0.09,0.075,-0.118,-0.107,-0.031,-0.035,-0.048,0.077,0.09,0.075,0.165,-0.013,0.75,0.095,0.071,0.007,0.017,-0.024,0.015,0.064,0.069,0.007,0.017,0.085,0.066,-2.4,0.015,4.5,-0.125,3,9,,9,3,,No
2013 Week 14,JAX,HOU,27,20,Y,N,2.43,3,0.25,-0.499,-0.438,-0.367,-0.32,0.148,0.146,0.016,0.028,-0.367,-0.32,-0.343,-0.29,0.148,0.146,0.265,0.016,0.166666667,-0.213,-0.221,-0.128,-0.116,0.01,0.042,-0.076,-0.063,-0.128,-0.116,-0.089,-0.08,1,0.042,13.2,-0.135,3,9,,2,10,,Yes
2013 Week 14,DAL,CHI,28,45,N,N,2.06,2,0.583333333,0.051,0.021,0.08,0.069,0.063,0.078,0.033,0.03,0.08,0.069,0.185,0.062,0.063,0.078,0.119,-0.029,0.5,0.105,0.078,0.112,0.101,0.016,0.032,0.009,0.009,0.112,0.101,0.248,-0.046,1.6,0.032,1.3,0.019,7,5,,6,6,,No
2013 Week 14,CAR,NO,13,31,N,N,2.45,3,0.75,0.297,0.318,0.118,0.116,-0.176,-0.193,0.004,0.009,0.118,0.116,0.289,-0.002,-0.176,-0.193,-0.125,-0.266,0.75,0.223,0.226,0.165,0.175,-0.076,-0.072,-0.018,-0.022,0.165,0.175,0.403,-0.114,-7.6,-0.072,-9.1,-0.053,9,3,,9,3,,No
2013 Week 14,STL,ARI,10,30,N,N,2.78,4,0.416666667,0.07,0.129,-0.053,-0.034,-0.063,-0.093,0.06,0.07,-0.053,-0.034,0.037,-0.115,-0.063,-0.093,0.037,-0.198,0.583333333,0.1,0.106,-0.069,-0.064,-0.198,-0.202,-0.029,-0.032,-0.069,-0.064,0.048,-0.127,-19.8,-0.202,-16.1,-0.264,5,7,,7,5,,No
2013 Week 14,NYG,SD,14,37,N,N,2.72,4.5,0.416666667,-0.139,-0.082,-0.126,-0.111,-0.066,-0.095,-0.079,-0.066,-0.126,-0.111,-0.063,-0.154,-0.066,-0.095,0.035,-0.216,0.416666667,-0.035,-0.026,0.232,0.236,0.266,0.267,-0.002,0.005,0.232,0.236,0.534,-0.029,26.6,0.267,37.7,0.103,5,7,,5,7,,No
2013 Week 14,SEA,SF,17,19,N,N,2.13,2.5,0.916666667,0.391,0.407,0.135,0.149,-0.203,-0.199,0.053,0.059,0.135,0.149,0.4,-0.022,-0.203,-0.199,-0.238,-0.15,0.666666667,0.156,0.17,0.054,0.047,-0.079,-0.09,0.023,0.034,0.054,0.047,0.332,-0.083,-7.9,-0.09,-6.5,-0.1,11,1,,8,4,,Yes
2013 Week 14,TEN,DEN,28,51,N,N,6.02,13,0.416666667,-0.095,-0.09,-0.023,-0.002,0.005,0.023,-0.067,-0.065,-0.023,-0.002,0.108,-0.118,0.005,0.023,0.048,-0.052,0.833333333,0.321,0.284,0.336,0.296,0.012,-0.013,-0.003,-0.025,0.336,0.296,0.613,0.05,1.2,-0.013,15.4,-0.224,5,7,,10,2,,No
2013 Week 14,MIN,BAL,26,29,N,N,3.28,6,0.272727273,-0.113,-0.111,-0.071,-0.063,0.082,0.091,0.04,0.043,-0.071,-0.063,-0.048,-0.044,0.082,0.091,0.204,-0.104,0.5,-0.107,-0.09,-0.213,-0.218,-0.062,-0.072,0.044,0.057,-0.213,-0.218,-0.007,-0.347,-6.2,-0.072,4.8,-0.217,3,8,1,6,6,,Yes
2013 Week 14,IND,CIN,28,42,N,N,3.47,7,0.666666667,-0.009,-0.068,0.035,-0.01,0.047,0.06,0.003,0.002,0.035,-0.01,0.092,-0.016,0.047,0.06,0.127,-0.051,0.666666667,0.136,0.147,-0.049,-0.056,-0.15,-0.162,0.035,0.041,-0.049,-0.056,0.041,-0.087,-15,-0.162,-16.5,-0.127,8,4,,8,4,,No
2013 Week 14,ATL,GB,21,22,N,N,2.56,3.5,0.25,-0.065,-0.096,0.061,0.04,0.114,0.124,-0.012,-0.012,0.061,0.04,0.187,-0.087,0.114,0.124,0.216,-0.015,0.454545455,-0.074,-0.132,0.121,0.072,0.171,0.174,-0.025,-0.03,0.121,0.072,0.221,0.058,17.1,0.174,29.7,0.016,3,9,,5,6,1,Yes
2013 Week 14,CLE,NE,26,27,N,N,4.84,9.5,0.333333333,-0.247,-0.271,-0.181,-0.187,0.064,0.076,-0.002,-0.008,-0.181,-0.187,-0.11,-0.155,0.064,0.076,0.181,-0.108,0.75,0.178,0.218,0.119,0.172,-0.002,0.01,0.057,0.056,0.119,0.172,0.243,0.016,-0.2,0.01,0.3,-0.008,4,8,,9,3,,Yes
2013 Week 14,OAK,NYJ,27,37,N,N,2.34,3,0.333333333,-0.304,-0.308,-0.181,-0.182,0.066,0.065,-0.057,-0.061,-0.181,-0.182,-0.157,-0.059,0.066,0.065,0.174,-0.083,0.416666667,-0.182,-0.212,-0.279,-0.286,-0.062,-0.039,0.035,0.035,-0.279,-0.286,-0.25,-0.224,-6.2,-0.039,13.2,-0.342,4,8,,5,7,,No
2013 Week 14,DET,PHI,20,34,N,N,2.2,2.5,0.583333333,0.063,0.075,0.052,0.051,-0.051,-0.067,-0.04,-0.043,0.052,0.051,0.218,-0.121,-0.051,-0.067,0.085,-0.305,0.583333333,0.075,0.115,0.178,0.179,0.098,0.076,-0.006,0.013,0.178,0.179,0.314,0.11,9.8,0.076,22.3,-0.102,7,5,,7,5,,No
2013 Week 14,MIA,PIT,34,28,N,N,2.42,3,0.5,-0.028,0.004,-0.014,0.002,-0.018,-0.044,-0.032,-0.042,-0.014,0.002,0.064,-0.076,-0.018,-0.044,-0.046,0.018,0.416666667,-0.033,-0.004,0.055,0.082,0.086,0.09,-0.002,0.004,0.055,0.082,0.247,-0.183,8.6,0.09,17.6,-0.027,6,6,,5,7,,Yes
2013 Week 14,BUF,TB,6,27,N,N,2.3,3,0.333333333,-0.055,-0.078,-0.086,-0.104,-0.09,-0.091,-0.059,-0.064,-0.086,-0.104,-0.085,-0.036,-0.09,-0.091,-0.122,-0.046,0.25,-0.03,-0.014,-0.061,-0.024,-0.052,-0.038,-0.021,-0.028,-0.061,-0.024,0.073,-0.115,-5.2,-0.038,4.4,-0.19,4,8,,3,9,,No
2013 Week 14,KC,WAS,45,10,N,N,1.55,-3.5,0.75,0.095,0.071,0.007,0.017,-0.024,0.015,0.064,0.069,0.007,0.017,0.085,0.066,-0.024,0.015,0.045,-0.125,0.25,-0.238,-0.217,-0.031,-0.035,0.09,0.075,-0.118,-0.107,-0.031,-0.035,-0.048,0.077,9,0.075,16.5,-0.013,9,3,,3,9,,Yes
2013 Week 14,HOU,JAX,20,27,N,N,1.59,-3,0.166666667,-0.213,-0.221,-0.128,-0.116,0.01,0.042,-0.076,-0.063,-0.128,-0.116,-0.089,-0.08,0.01,0.042,0.132,-0.135,0.25,-0.499,-0.438,-0.367,-0.32,0.148,0.146,0.016,0.028,-0.367,-0.32,-0.343,-0.29,14.8,0.146,26.5,0.016,2,10,,3,9,,No
2013 Week 13,SEA,NO,34,7,Y,N,1.42,-5,0.909090909,0.366,0.375,0.127,0.135,-0.18,-0.177,0.059,0.063,0.127,0.135,0.335,0.033,-0.18,-0.177,-0.218,-0.125,0.818181818,0.272,0.275,0.202,0.214,-0.09,-0.087,-0.021,-0.025,0.202,0.214,0.446,-0.085,-9,-0.087,-14.3,-0.004,10,1,,9,2,,Yes
2013 Week 13,IND,TEN,22,14,Y,N,1.54,-3.5,0.636363636,-0.023,-0.081,0.075,0.041,0.099,0.122,0.001,0,0.075,0.041,0.129,0.003,0.099,0.122,0.218,-0.05,0.454545455,-0.1,-0.101,0.017,0.038,0.041,0.06,-0.076,-0.078,0.017,0.038,0.187,-0.128,4.1,0.06,10.3,-0.038,7,4,,5,6,,Yes
2013 Week 13,KC,DEN,28,35,Y,N,3.1,5.5,0.818181818,0.079,0.045,-0.004,-0.008,-0.04,-0.013,0.043,0.039,-0.004,-0.008,0.078,0.055,-0.04,-0.013,0.003,-0.105,0.818181818,0.329,0.295,0.318,0.27,0.007,-0.023,0.018,0.003,0.318,0.27,0.559,0.074,0.7,-0.023,15.8,-0.244,9,2,,9,2,,No
2013 Week 13,CLE,JAX,28,32,Y,N,1.31,-7,0.363636364,-0.23,-0.244,-0.185,-0.185,0.05,0.06,0.005,0.002,-0.185,-0.185,-0.104,-0.189,0.05,0.06,0.164,-0.123,0.181818182,-0.54,-0.482,-0.405,-0.36,0.146,0.14,0.01,0.018,-0.405,-0.36,-0.386,-0.317,14.6,0.14,27.2,0.002,4,7,,2,9,,No
2013 Week 13,CAR,TB,27,6,Y,N,1.24,-7.5,0.727272727,0.257,0.266,0.109,0.107,-0.147,-0.154,0.002,0.006,0.109,0.107,0.27,0.002,-0.147,-0.154,-0.083,-0.26,0.272727273,0.049,0.109,-0.066,-0.047,-0.059,-0.093,0.056,0.063,-0.066,-0.047,0.015,-0.12,-5.9,-0.093,1.5,-0.161,8,3,,3,8,,Yes
2013 Week 13,MIN,CHI,23,20,Y,N,1.83,-1,0.2,-0.106,-0.108,-0.072,-0.066,0.082,0.092,0.047,0.051,-0.072,-0.066,-0.022,-0.084,0.082,0.092,0.21,-0.113,0.545454545,0.108,0.095,0.11,0.115,0.018,0.037,0.015,0.017,0.11,0.115,0.253,-0.062,1.8,0.037,3.7,-0.001,2,8,1,6,5,,Yes
2013 Week 13,PHI,ARI,24,21,Y,N,1.57,-3,0.545454545,0.053,0.094,0.181,0.184,0.107,0.086,-0.022,-0.005,0.181,0.184,0.311,0.132,0.107,0.086,0.249,-0.118,0.636363636,0.103,0.121,-0.079,-0.069,-0.209,-0.22,-0.028,-0.031,-0.079,-0.069,0.055,-0.149,-20.9,-0.22,-18.2,-0.259,6,5,,7,4,,No
2013 Week 13,NYJ,MIA,3,23,Y,N,1.77,-2,0.454545455,-0.135,-0.163,-0.265,-0.274,-0.093,-0.073,0.037,0.037,-0.265,-0.274,-0.225,-0.215,-0.093,-0.073,0.081,-0.349,0.454545455,-0.063,-0.044,-0.045,-0.038,-0.015,-0.037,-0.033,-0.044,-0.045,-0.038,0.021,-0.081,-1.5,-0.037,-3.8,0.013,5,6,,5,6,,No
2013 Week 13,BUF,ATL,31,34,Y,N,1.59,-3,0.363636364,-0.047,-0.069,-0.079,-0.09,-0.087,-0.082,-0.055,-0.06,-0.079,-0.09,-0.045,-0.065,-0.087,-0.082,-0.116,-0.049,0.181818182,-0.056,-0.091,0.073,0.045,0.109,0.116,-0.02,-0.021,0.073,0.045,0.217,-0.115,10.9,0.116,22.8,-0.044,4,7,,2,9,,No
2013 Week 13,SF,STL,23,13,Y,N,1.25,-8,0.636363636,0.153,0.166,0.043,0.041,-0.09,-0.096,0.02,0.029,0.043,0.041,0.298,-0.069,-0.09,-0.096,-0.081,-0.104,0.454545455,0.049,0.109,-0.066,-0.047,-0.059,-0.093,0.056,0.063,-0.066,-0.047,0.015,-0.12,-5.9,-0.093,1.5,-0.161,7,4,,5,6,,Yes
2013 Week 13,HOU,NE,31,34,Y,N,4.1,7.5,0.181818182,-0.248,-0.278,-0.169,-0.171,-0.008,0.025,-0.088,-0.082,-0.169,-0.171,-0.116,-0.133,-0.008,0.025,0.096,-0.131,0.727272727,0.188,0.222,0.096,0.132,-0.035,-0.031,0.058,0.059,0.096,0.132,0.216,0.003,-3.5,-0.031,-2.7,-0.044,2,9,,8,3,,Yes
2013 Week 13,SD,CIN,10,17,Y,N,1.83,-1,0.454545455,-0.034,-0.027,0.251,0.253,0.28,0.28,-0.006,-0.001,0.251,0.253,0.56,-0.019,0.28,0.28,0.387,0.108,0.636363636,0.118,0.136,-0.053,-0.048,-0.142,-0.153,0.028,0.032,-0.053,-0.048,0.043,-0.096,-14.2,-0.153,-15.3,-0.125,5,6,,7,4,,No
2013 Week 13,WAS,NYG,17,24,Y,N,2,1,0.272727273,-0.261,-0.255,-0.042,-0.052,0.09,0.075,-0.129,-0.128,-0.042,-0.052,-0.088,0.093,0.09,0.075,0.164,-0.013,0.363636364,-0.142,-0.078,-0.128,-0.111,-0.072,-0.104,-0.086,-0.071,-0.128,-0.111,-0.07,-0.145,-7.2,-0.104,1.9,-0.208,3,8,,4,7,,No
2013 Week 13,BAL,PIT,22,20,Y,N,1.63,-3,0.454545455,-0.104,-0.088,-0.206,-0.21,-0.074,-0.089,0.028,0.033,-0.206,-0.21,-0.016,-0.343,-0.074,-0.089,0.033,-0.219,0.454545455,-0.026,0.001,0.037,0.056,0.078,0.077,0.014,0.022,0.037,0.056,0.222,-0.183,7.8,0.077,15.8,-0.021,5,6,,5,6,,No
2013 Week 13,DAL,OAK,31,24,Y,N,1.22,-10,0.545454545,0.069,0.053,0.074,0.058,0.057,0.067,0.052,0.063,0.074,0.058,0.211,-0.007,0.057,0.067,0.102,-0.017,0.363636364,-0.323,-0.322,-0.186,-0.192,0.062,0.049,-0.074,-0.081,-0.186,-0.192,-0.197,-0.044,6.2,0.049,19.2,-0.122,6,5,,4,7,,No
2013 Week 13,DET,GB,40,10,Y,N,1.35,-7,0.545454545,0.013,0.007,0.048,0.048,0.005,0.01,-0.031,-0.031,0.048,0.048,0.216,-0.142,0.005,0.01,0.145,-0.257,0.5,0.001,-0.028,0.187,0.161,0.161,0.16,-0.026,-0.03,0.187,0.161,0.317,0.09,16.1,0.16,30,-0.018,6,5,,5,5,1,Yes
2013 Week 13,NO,SEA,7,34,N,N,3,5,0.818181818,0.272,0.275,0.202,0.214,-0.09,-0.087,-0.021,-0.025,0.202,0.214,0.446,-0.085,-0.09,-0.087,-0.143,-0.004,0.909090909,0.366,0.375,0.127,0.135,-0.18,-0.177,0.059,0.063,0.127,0.135,0.335,0.033,-18,-0.177,-21.8,-0.125,9,2,,10,1,,No
2013 Week 13,TEN,IND,14,22,N,N,2.65,3.5,0.454545455,-0.1,-0.101,0.017,0.038,0.041,0.06,-0.076,-0.078,0.017,0.038,0.187,-0.128,0.041,0.06,0.103,-0.038,0.636363636,-0.023,-0.081,0.075,0.041,0.099,0.122,0.001,0,0.075,0.041,0.129,0.003,9.9,0.122,21.8,-0.05,5,6,,7,4,,No
2013 Week 13,DEN,KC,35,28,N,N,1.4,-5.5,0.818181818,0.329,0.295,0.318,0.27,0.007,-0.023,0.018,0.003,0.318,0.27,0.559,0.074,0.007,-0.023,0.158,-0.244,0.818181818,0.079,0.045,-0.004,-0.008,-0.04,-0.013,0.043,0.039,-0.004,-0.008,0.078,0.055,-4,-0.013,0.3,-0.105,9,2,,9,2,,Yes
2013 Week 13,JAX,CLE,32,28,N,N,3.6,7,0.181818182,-0.54,-0.482,-0.405,-0.36,0.146,0.14,0.01,0.018,-0.405,-0.36,-0.386,-0.317,0.146,0.14,0.272,0.002,0.363636364,-0.23,-0.244,-0.185,-0.185,0.05,0.06,0.005,0.002,-0.185,-0.185,-0.104,-0.189,5,0.06,16.4,-0.123,2,9,,4,7,,Yes
2013 Week 13,TB,CAR,6,27,N,N,4.4,7.5,0.272727273,0.049,0.109,-0.066,-0.047,-0.059,-0.093,0.056,0.063,-0.066,-0.047,0.015,-0.12,-0.059,-0.093,0.015,-0.161,0.727272727,0.257,0.266,0.109,0.107,-0.147,-0.154,0.002,0.006,0.109,0.107,0.27,0.002,-14.7,-0.154,-8.3,-0.26,3,8,,8,3,,No
2013 Week 13,CHI,MIN,20,23,N,N,2,1,0.545454545,0.108,0.095,0.11,0.115,0.018,0.037,0.015,0.017,0.11,0.115,0.253,-0.062,0.018,0.037,0.037,-0.001,0.2,-0.106,-0.108,-0.072,-0.066,0.082,0.092,0.047,0.051,-0.072,-0.066,-0.022,-0.084,8.2,0.092,21,-0.113,6,5,,2,8,1,No
2013 Week 13,ARI,PHI,21,24,N,N,2.55,3,0.636363636,0.103,0.121,-0.079,-0.069,-0.209,-0.22,-0.028,-0.031,-0.079,-0.069,0.055,-0.149,-0.209,-0.22,-0.182,-0.259,0.545454545,0.053,0.094,0.181,0.184,0.107,0.086,-0.022,-0.005,0.181,0.184,0.311,0.132,10.7,0.086,24.9,-0.118,7,4,,6,5,,No
2013 Week 13,MIA,NYJ,23,3,N,N,2.1,2,0.454545455,-0.063,-0.044,-0.045,-0.038,-0.015,-0.037,-0.033,-0.044,-0.045,-0.038,0.021,-0.081,-0.015,-0.037,-0.038,0.013,0.454545455,-0.135,-0.163,-0.265,-0.274,-0.093,-0.073,0.037,0.037,-0.265,-0.274,-0.225,-0.215,-9.3,-0.073,8.1,-0.349,5,6,,5,6,,Yes
2013 Week 13,ATL,BUF,34,31,N,N,2.5,3,0.181818182,-0.056,-0.091,0.073,0.045,0.109,0.116,-0.02,-0.021,0.073,0.045,0.217,-0.115,0.109,0.116,0.228,-0.044,0.363636364,-0.047,-0.069,-0.079,-0.09,-0.087,-0.082,-0.055,-0.06,-0.079,-0.09,-0.045,-0.065,-8.7,-0.082,-11.6,-0.049,2,9,,4,7,,Yes
2013 Week 13,STL,SF,13,23,N,N,4.3,8,0.454545455,0.049,0.109,-0.066,-0.047,-0.059,-0.093,0.056,0.063,-0.066,-0.047,0.015,-0.12,-0.059,-0.093,0.015,-0.161,0.636363636,0.153,0.166,0.043,0.041,-0.09,-0.096,0.02,0.029,0.043,0.041,0.298,-0.069,-9,-0.096,-8.1,-0.104,5,6,,7,4,,No
2013 Week 13,NE,HOU,34,31,N,N,1.27,-7.5,0.727272727,0.188,0.222,0.096,0.132,-0.035,-0.031,0.058,0.059,0.096,0.132,0.216,0.003,-0.035,-0.031,-0.027,-0.044,0.181818182,-0.248,-0.278,-0.169,-0.171,-0.008,0.025,-0.088,-0.082,-0.169,-0.171,-0.116,-0.133,-0.8,0.025,9.6,-0.131,8,3,,2,9,,No
2013 Week 13,CIN,SD,17,10,N,N,2,1,0.636363636,0.118,0.136,-0.053,-0.048,-0.142,-0.153,0.028,0.032,-0.053,-0.048,0.043,-0.096,-0.142,-0.153,-0.153,-0.125,0.454545455,-0.034,-0.027,0.251,0.253,0.28,0.28,-0.006,-0.001,0.251,0.253,0.56,-0.019,28,0.28,38.7,0.108,7,4,,5,6,,Yes
2013 Week 13,NYG,WAS,24,17,N,N,1.83,-1,0.363636364,-0.142,-0.078,-0.128,-0.111,-0.072,-0.104,-0.086,-0.071,-0.128,-0.111,-0.07,-0.145,-0.072,-0.104,0.019,-0.208,0.272727273,-0.261,-0.255,-0.042,-0.052,0.09,0.075,-0.129,-0.128,-0.042,-0.052,-0.088,0.093,9,0.075,16.4,-0.013,4,7,,3,8,,Yes
2013 Week 13,PIT,BAL,20,22,N,N,2.34,3,0.454545455,-0.026,0.001,0.037,0.056,0.078,0.077,0.014,0.022,0.037,0.056,0.222,-0.183,0.078,0.077,0.158,-0.021,0.454545455,-0.104,-0.088,-0.206,-0.21,-0.074,-0.089,0.028,0.033,-0.206,-0.21,-0.016,-0.343,-7.4,-0.089,3.3,-0.219,5,6,,5,6,,Yes
2013 Week 13,OAK,DAL,24,31,N,N,4.5,10,0.363636364,-0.323,-0.322,-0.186,-0.192,0.062,0.049,-0.074,-0.081,-0.186,-0.192,-0.197,-0.044,0.062,0.049,0.192,-0.122,0.545454545,0.069,0.053,0.074,0.058,0.057,0.067,0.052,0.063,0.074,0.058,0.211,-0.007,5.7,0.067,10.2,-0.017,4,7,,6,5,,Yes
2013 Week 13,GB,DET,10,40,N,N,3.27,7,0.5,0.001,-0.028,0.187,0.161,0.161,0.16,-0.026,-0.03,0.187,0.161,0.317,0.09,0.161,0.16,0.3,-0.018,0.545454545,0.013,0.007,0.048,0.048,0.005,0.01,-0.031,-0.031,0.048,0.048,0.216,-0.142,0.5,0.01,14.5,-0.257,5,5,1,6,5,,No
2013 Week 12,WAS,SF,6,27,Y,N,3.01,5.5,0.3,-0.238,-0.226,-0.005,-0.005,0.096,0.082,-0.137,-0.139,-0.005,-0.005,-0.039,0.117,0.096,0.082,0.134,0.043,0.6,0.11,0.131,0.041,0.049,-0.06,-0.064,0.01,0.019,0.041,0.049,0.26,-0.038,-6,-0.064,-5,-0.074,3,7,,6,4,,No
2013 Week 12,NE,DEN,34,31,Y,N,1.95,1,0.7,0.158,0.174,0.088,0.113,-0.012,-0.003,0.057,0.059,0.088,0.113,0.173,0.044,-0.012,-0.003,0.065,-0.111,0.9,0.368,0.339,0.362,0.325,0.023,0.001,0.028,0.015,0.362,0.325,0.653,0.03,2.3,0.001,14.6,-0.182,7,3,,9,1,,Yes
2013 Week 12,NYG,DAL,21,24,Y,N,1.69,-2.5,0.4,-0.171,-0.124,-0.137,-0.126,-0.073,-0.101,-0.107,-0.098,-0.137,-0.126,-0.06,-0.193,-0.073,-0.101,0.023,-0.212,0.5,0.099,0.099,0.08,0.07,0.041,0.042,0.061,0.071,0.08,0.07,0.234,-0.054,4.1,0.042,9.1,-0.047,4,6,,5,5,,No
2013 Week 12,ARI,IND,40,11,Y,N,1.56,-3.5,0.6,0.072,0.094,-0.104,-0.099,-0.2,-0.215,-0.024,-0.023,-0.104,-0.099,0.018,-0.161,-0.2,-0.215,-0.173,-0.248,0.7,0.017,-0.012,0.104,0.084,0.087,0.096,0,0,0.104,0.084,0.167,0.022,8.7,0.096,18.6,-0.034,6,4,,7,3,,Yes
2013 Week 12,OAK,TEN,19,23,Y,N,2.3,2.5,0.4,-0.339,-0.33,-0.212,-0.221,0.049,0.026,-0.079,-0.083,-0.212,-0.221,-0.239,-0.042,0.049,0.026,0.159,-0.106,0.4,-0.104,-0.103,0.001,0.016,0.028,0.039,-0.077,-0.081,0.001,0.016,0.156,-0.129,2.8,0.039,6.5,-0.019,4,6,,4,6,,No
2013 Week 12,BAL,NYJ,19,3,Y,N,1.46,-4,0.4,-0.109,-0.104,-0.195,-0.197,-0.074,-0.083,0.012,0.011,-0.195,-0.197,-0.005,-0.339,-0.074,-0.083,0.038,-0.232,0.5,-0.131,-0.148,-0.267,-0.268,-0.093,-0.075,0.043,0.044,-0.267,-0.268,-0.235,-0.201,-9.3,-0.075,9.3,-0.383,4,6,,5,5,,Yes
2013 Week 12,CLE,PIT,11,27,Y,N,1.71,-2.5,0.4,-0.181,-0.178,-0.149,-0.142,0.036,0.044,0.004,0.009,-0.149,-0.142,-0.059,-0.166,0.036,0.044,0.137,-0.123,0.4,-0.068,-0.055,0.019,0.031,0.097,0.101,0.01,0.016,0.019,0.031,0.178,-0.169,9.7,0.101,19.7,-0.017,4,6,,4,6,,No
2013 Week 12,DET,TB,21,24,Y,N,1.28,-7,0.6,0.049,0.047,0.099,0.104,0.025,0.034,-0.026,-0.022,0.099,0.104,0.285,-0.128,0.025,0.034,0.148,-0.211,0.2,-0.034,-0.033,-0.039,-0.01,-0.014,0.016,-0.008,-0.008,-0.039,-0.01,0.078,-0.076,-1.4,0.016,10.6,-0.192,6,4,,2,8,,No
