Date,Team,Opponent, Score,Opponent Score,Home,Playoff Game?, Odds Open, Line Open,Win %,Total DVOA,Weighted DVOA,Offense DVOA,Offense Weighted DVOA,Defense DVOA,Defense Weighted DVOA,Special Teams DVOA,Special Teams Weighted DVOA,OffenseDVOA,Offense WeightedDVOA,PassOffense,RushOffense,DefenseDVOA,Defense WeightedDVOA,PassDefense,RushDefense,Opponent Win %,Opponent Total DVOA,Opponent Weighted DVOA,Opponent Offense DVOA,Opponent Offense Weighted DVOA,Opponent Defense DVOA,Opponent Defense Weighted DVOA,Opponent Special Teams DVOA,Opponent Special Teams Weighted DVOA,Opponent OffenseDVOA,Opponent Offense WeightedDVOA,Opponent PassOffense,Opponent RushOffense,Opponent DefenseDVOA,Opponent Defense WeightedDVOA,Opponent PassDefense,Opponent RushDefense,Wins,Losses,Ties,Opponent Wins,Opponent Losses,Opponent Ties,Cover?
2013 Week 12,GB,MIN,26,26,Y,N,1.4,-6,0.5,0.032,0.013,0.201,0.179,0.142,0.133,-0.027,-0.033,0.201,0.179,0.335,0.076,0.142,0.133,0.286,-0.056,0.2,-0.119,-0.124,-0.084,-0.082,0.072,0.083,0.037,0.04,-0.084,-0.082,-0.026,-0.116,7.2,0.083,20.6,-0.128,5,5,,2,8,,No
2013 Week 12,HOU,JAX,6,13,Y,N,1.21,-10.5,0.2,-0.23,-0.254,-0.136,-0.137,-0.005,0.023,-0.1,-0.094,-0.136,-0.137,-0.056,-0.13,-0.005,0.023,0.109,-0.136,0.1,-0.604,-0.562,-0.422,-0.387,0.202,0.204,0.02,0.03,-0.422,-0.387,-0.387,-0.36,20.2,0.204,35.2,0.033,2,8,,1,9,,No
2013 Week 12,KC,SD,38,41,Y,N,1.53,-3.5,0.9,0.094,0.067,-0.025,-0.035,-0.075,-0.06,0.044,0.042,-0.025,-0.035,0.066,0.02,-0.075,-0.06,-0.061,-0.097,0.4,-0.029,-0.035,0.222,0.209,0.246,0.242,-0.005,-0.001,0.222,0.209,0.52,-0.04,24.6,0.242,34.9,0.087,9,1,,4,6,,No
2013 Week 12,MIA,CAR,16,20,Y,N,2.77,4.5,0.5,-0.079,-0.074,-0.051,-0.052,-0.005,-0.023,-0.032,-0.044,-0.051,-0.052,-0.024,-0.03,-0.005,-0.023,-0.009,0,0.7,0.25,0.253,0.105,0.095,-0.142,-0.15,0.004,0.008,0.105,0.095,0.263,-0.004,-14.2,-0.15,-9.7,-0.217,5,5,,7,3,,Yes
2013 Week 12,STL,CHI,42,21,Y,N,1.78,-1,0.4,-0.016,0.031,-0.116,-0.106,-0.052,-0.087,0.049,0.05,-0.116,-0.106,0.002,-0.222,-0.052,-0.087,-0.007,-0.112,0.6,0.165,0.177,0.119,0.135,-0.019,-0.008,0.027,0.033,0.119,0.135,0.233,-0.01,-1.9,-0.008,2.1,-0.062,4,6,,6,4,,Yes
2013 Week 12,ATL,NO,13,17,Y,N,3.99,7.5,0.2,-0.092,-0.13,0.038,0.007,0.112,0.117,-0.019,-0.021,0.038,0.007,0.175,-0.124,0.112,0.117,0.242,-0.053,0.8,0.281,0.283,0.203,0.216,-0.103,-0.097,-0.025,-0.03,0.203,0.216,0.432,-0.068,-10.3,-0.097,-15.3,-0.026,2,8,,8,2,,Yes
2013 Week 12,CAR,NE,24,20,Y,N,1.67,-3,0.7,0.25,0.253,0.105,0.095,-0.142,-0.15,0.004,0.008,0.105,0.095,0.263,-0.004,-0.142,-0.15,-0.097,-0.217,0.7,0.158,0.174,0.088,0.113,-0.012,-0.003,0.057,0.059,0.088,0.113,0.173,0.044,-1.2,-0.003,6.5,-0.111,7,3,,7,3,,Yes
2013 Week 12,SF,WAS,27,6,N,N,1.41,-5.5,0.6,0.11,0.131,0.041,0.049,-0.06,-0.064,0.01,0.019,0.041,0.049,0.26,-0.038,-0.06,-0.064,-0.05,-0.074,0.3,-0.238,-0.226,-0.005,-0.005,0.096,0.082,-0.137,-0.139,-0.005,-0.005,-0.039,0.117,9.6,0.082,13.4,0.043,6,4,,3,7,,Yes
2013 Week 12,DEN,NE,31,34,N,N,1.88,-1,0.9,0.368,0.339,0.362,0.325,0.023,0.001,0.028,0.015,0.362,0.325,0.653,0.03,0.023,0.001,0.146,-0.182,0.7,0.158,0.174,0.088,0.113,-0.012,-0.003,0.057,0.059,0.088,0.113,0.173,0.044,-1.2,-0.003,6.5,-0.111,9,1,,7,3,,No
2013 Week 12,DAL,NYG,24,21,N,N,2.22,2.5,0.5,0.099,0.099,0.08,0.07,0.041,0.042,0.061,0.071,0.08,0.07,0.234,-0.054,0.041,0.042,0.091,-0.047,0.4,-0.171,-0.124,-0.137,-0.126,-0.073,-0.101,-0.107,-0.098,-0.137,-0.126,-0.06,-0.193,-7.3,-0.101,2.3,-0.212,5,5,,4,6,,Yes
2013 Week 12,IND,ARI,11,40,N,N,2.52,3.5,0.7,0.017,-0.012,0.104,0.084,0.087,0.096,0,0,0.104,0.084,0.167,0.022,0.087,0.096,0.186,-0.034,0.6,0.072,0.094,-0.104,-0.099,-0.2,-0.215,-0.024,-0.023,-0.104,-0.099,0.018,-0.161,-20,-0.215,-17.3,-0.248,7,3,,6,4,,No
2013 Week 12,TEN,OAK,23,19,N,N,1.65,-2.5,0.4,-0.104,-0.103,0.001,0.016,0.028,0.039,-0.077,-0.081,0.001,0.016,0.156,-0.129,0.028,0.039,0.065,-0.019,0.4,-0.339,-0.33,-0.212,-0.221,0.049,0.026,-0.079,-0.083,-0.212,-0.221,-0.239,-0.042,4.9,0.026,15.9,-0.106,4,6,,4,6,,Yes
2013 Week 12,NYJ,BAL,3,19,N,N,2.79,4,0.5,-0.131,-0.148,-0.267,-0.268,-0.093,-0.075,0.043,0.044,-0.267,-0.268,-0.235,-0.201,-0.093,-0.075,0.093,-0.383,0.4,-0.109,-0.104,-0.195,-0.197,-0.074,-0.083,0.012,0.011,-0.195,-0.197,-0.005,-0.339,-7.4,-0.083,3.8,-0.232,5,5,,4,6,,No
2013 Week 12,PIT,CLE,27,11,N,N,2.19,2.5,0.4,-0.068,-0.055,0.019,0.031,0.097,0.101,0.01,0.016,0.019,0.031,0.178,-0.169,0.097,0.101,0.197,-0.017,0.4,-0.181,-0.178,-0.149,-0.142,0.036,0.044,0.004,0.009,-0.149,-0.142,-0.059,-0.166,3.6,0.044,13.7,-0.123,4,6,,4,6,,Yes
2013 Week 12,TB,DET,24,21,N,N,3.8,7,0.2,-0.034,-0.033,-0.039,-0.01,-0.014,0.016,-0.008,-0.008,-0.039,-0.01,0.078,-0.076,-0.014,0.016,0.106,-0.192,0.6,0.049,0.047,0.099,0.104,0.025,0.034,-0.026,-0.022,0.099,0.104,0.285,-0.128,2.5,0.034,14.8,-0.211,2,8,,6,4,,Yes
2013 Week 12,MIN,GB,26,26,N,N,3.04,6,0.2,-0.119,-0.124,-0.084,-0.082,0.072,0.083,0.037,0.04,-0.084,-0.082,-0.026,-0.116,0.072,0.083,0.206,-0.128,0.5,0.032,0.013,0.201,0.179,0.142,0.133,-0.027,-0.033,0.201,0.179,0.335,0.076,14.2,0.133,28.6,-0.056,2,8,,5,5,,Yes
2013 Week 12,JAX,HOU,13,6,N,N,4.65,10.5,0.1,-0.604,-0.562,-0.422,-0.387,0.202,0.204,0.02,0.03,-0.422,-0.387,-0.387,-0.36,0.202,0.204,0.352,0.033,0.2,-0.23,-0.254,-0.136,-0.137,-0.005,0.023,-0.1,-0.094,-0.136,-0.137,-0.056,-0.13,-0.5,0.023,10.9,-0.136,1,9,,2,8,,Yes
2013 Week 12,SD,KC,41,38,N,N,2.58,3.5,0.4,-0.029,-0.035,0.222,0.209,0.246,0.242,-0.005,-0.001,0.222,0.209,0.52,-0.04,0.246,0.242,0.349,0.087,0.9,0.094,0.067,-0.025,-0.035,-0.075,-0.06,0.044,0.042,-0.025,-0.035,0.066,0.02,-7.5,-0.06,-6.1,-0.097,4,6,,9,1,,Yes
2013 Week 12,CAR,MIA,20,16,N,N,1.47,-4.5,0.7,0.25,0.253,0.105,0.095,-0.142,-0.15,0.004,0.008,0.105,0.095,0.263,-0.004,-0.142,-0.15,-0.097,-0.217,0.5,-0.079,-0.074,-0.051,-0.052,-0.005,-0.023,-0.032,-0.044,-0.051,-0.052,-0.024,-0.03,-0.5,-0.023,-0.9,0,7,3,,5,5,,No
2013 Week 12,CHI,STL,21,42,N,N,2.08,1,0.6,0.165,0.177,0.119,0.135,-0.019,-0.008,0.027,0.033,0.119,0.135,0.233,-0.01,-0.019,-0.008,0.021,-0.062,0.4,-0.016,0.031,-0.116,-0.106,-0.052,-0.087,0.049,0.05,-0.116,-0.106,0.002,-0.222,-5.2,-0.087,-0.7,-0.112,6,4,,4,6,,No
2013 Week 12,NO,ATL,17,13,N,N,1.26,-7.5,0.8,0.281,0.283,0.203,0.216,-0.103,-0.097,-0.025,-0.03,0.203,0.216,0.432,-0.068,-0.103,-0.097,-0.153,-0.026,0.2,-0.092,-0.13,0.038,0.007,0.112,0.117,-0.019,-0.021,0.038,0.007,0.175,-0.124,11.2,0.117,24.2,-0.053,8,2,,2,8,,No
2013 Week 12,NE,CAR,20,24,N,N,2.3,3,0.7,0.158,0.174,0.088,0.113,-0.012,-0.003,0.057,0.059,0.088,0.113,0.173,0.044,-0.012,-0.003,0.065,-0.111,0.7,0.25,0.253,0.105,0.095,-0.142,-0.15,0.004,0.008,0.105,0.095,0.263,-0.004,-14.2,-0.15,-9.7,-0.217,7,3,,7,3,,No
2013 Week 11,TB,ATL,41,28,Y,N,1.74,-2,0.111111111,-0.071,-0.083,-0.071,-0.05,-0.001,0.033,-0.001,-0.001,-0.071,-0.05,0.062,-0.122,-0.001,0.033,0.163,-0.239,0.222222222,-0.032,-0.059,0.067,0.046,0.089,0.095,-0.01,-0.01,0.067,0.046,0.229,-0.164,8.9,0.095,22.1,-0.084,1,8,,2,7,,Yes
2013 Week 11,BUF,NYJ,37,14,Y,N,2.1,2,0.3,-0.105,-0.135,-0.098,-0.12,-0.055,-0.054,-0.062,-0.069,-0.098,-0.12,-0.104,-0.051,-0.055,-0.054,-0.043,-0.07,0.555555556,-0.069,-0.078,-0.224,-0.219,-0.105,-0.088,0.05,0.053,-0.224,-0.219,-0.151,-0.198,-10.5,-0.088,4.7,-0.357,3,7,,5,4,,Yes
2013 Week 11,PIT,DET,37,27,Y,N,2.4,3,0.333333333,-0.116,-0.114,-0.003,0.01,0.123,0.134,0.009,0.01,-0.003,0.01,0.109,-0.115,0.123,0.134,0.207,0.033,0.666666667,0.108,0.118,0.133,0.137,-0.008,-0.006,-0.033,-0.025,0.133,0.137,0.296,-0.076,-0.8,-0.006,7.6,-0.169,3,6,,6,3,,Yes
2013 Week 11,PHI,WAS,24,16,Y,N,1.45,-4.5,0.5,-0.002,0.004,0.161,0.16,0.126,0.117,-0.037,-0.038,0.161,0.16,0.287,0.125,0.126,0.117,0.261,-0.102,0.333333333,-0.236,-0.22,0.003,0.001,0.088,0.06,-0.151,-0.161,0.003,0.001,-0.007,0.109,8.8,0.06,11.6,0.047,5,5,,3,6,,Yes
2013 Week 11,MIA,SD,20,16,Y,N,2.25,2.5,0.444444444,-0.068,-0.075,-0.045,-0.05,-0.01,-0.021,-0.033,-0.046,-0.045,-0.05,-0.01,-0.061,-0.01,-0.021,-0.026,0.009,0.444444444,-0.054,-0.058,0.217,0.207,0.255,0.252,-0.016,-0.014,0.217,0.207,0.525,-0.044,25.5,0.252,37.8,0.072,4,5,,4,5,,Yes
2013 Week 11,CHI,BAL,23,20,Y,N,1.57,-3,0.555555556,0.184,0.19,0.143,0.155,-0.014,-0.007,0.027,0.028,0.143,0.155,0.266,-0.022,-0.014,-0.007,0.055,-0.092,0.444444444,-0.109,-0.108,-0.208,-0.222,-0.09,-0.104,0.009,0.01,-0.208,-0.222,-0.002,-0.375,-9,-0.104,1.9,-0.246,5,4,,4,5,,No
2013 Week 11,CIN,CLE,41,20,Y,N,1.43,-5,0.6,0.101,0.105,-0.03,-0.027,-0.115,-0.115,0.016,0.017,-0.03,-0.027,0.075,-0.081,-0.115,-0.115,-0.088,-0.153,0.444444444,-0.127,-0.097,-0.099,-0.072,0.066,0.073,0.038,0.048,-0.099,-0.072,0.035,-0.186,6.6,0.073,17.8,-0.116,6,4,,4,5,,Yes
2013 Week 11,HOU,OAK,23,28,Y,N,1.18,-10.5,0.222222222,-0.207,-0.219,-0.095,-0.089,-0.023,-0.005,-0.135,-0.135,-0.095,-0.089,-0.012,-0.114,-0.023,-0.005,0.098,-0.162,0.333333333,-0.385,-0.385,-0.238,-0.262,0.1,0.08,-0.047,-0.044,-0.238,-0.262,-0.27,-0.069,10,0.08,24.6,-0.094,2,7,,3,6,,No
2013 Week 11,JAX,ARI,14,27,Y,N,4.6,9,0.111111111,-0.651,-0.615,-0.452,-0.425,0.203,0.2,0.004,0.01,-0.452,-0.425,-0.443,-0.367,0.203,0.2,0.322,0.076,0.555555556,0.097,0.121,-0.115,-0.12,-0.222,-0.245,-0.01,-0.004,-0.115,-0.12,-0.035,-0.105,-22.2,-0.245,-20.1,-0.26,1,8,,5,4,,No
2013 Week 11,DEN,KC,27,17,Y,N,1.29,-7.5,0.888888889,0.367,0.341,0.362,0.33,0.035,0.02,0.04,0.031,0.362,0.33,0.63,0.037,0.035,0.02,0.157,-0.167,1,0.108,0.088,-0.029,-0.038,-0.085,-0.071,0.052,0.056,-0.029,-0.038,0.063,0.027,-8.5,-0.071,-8.2,-0.09,8,1,,9,0,,Yes
2013 Week 11,SEA,MIN,41,20,Y,N,1.12,-13,0.9,0.333,0.31,0.11,0.102,-0.172,-0.157,0.051,0.051,0.11,0.102,0.289,0.044,-0.172,-0.157,-0.208,-0.117,0.222222222,-0.052,-0.044,-0.042,-0.03,0.054,0.064,0.044,0.051,-0.042,-0.03,0.01,-0.078,5.4,0.064,17.2,-0.134,9,1,,2,7,,Yes
2013 Week 11,NO,SF,23,20,Y,N,1.57,-3,0.777777778,0.253,0.263,0.22,0.245,-0.065,-0.055,-0.032,-0.037,0.22,0.245,0.484,-0.089,-0.065,-0.055,-0.133,0.038,0.666666667,0.135,0.172,0.091,0.113,-0.042,-0.047,0.002,0.012,0.091,0.113,0.327,0.018,-4.2,-0.047,0.4,-0.106,7,2,,6,3,,No
2013 Week 11,NYG,GB,27,13,Y,N,1.56,-3.5,0.333333333,-0.216,-0.187,-0.147,-0.136,-0.054,-0.069,-0.123,-0.12,-0.147,-0.136,-0.046,-0.233,-0.054,-0.069,0.037,-0.186,0.555555556,0.034,0.015,0.205,0.179,0.131,0.119,-0.04,-0.046,0.205,0.179,0.318,0.112,13.1,0.119,28.2,-0.079,3,6,,5,4,,Yes
2013 Week 11,TEN,IND,27,30,Y,N,2.3,3,0.444444444,-0.124,-0.119,-0.05,-0.037,-0.006,0,-0.08,-0.083,-0.05,-0.037,0.108,-0.181,-0.006,0,0.035,-0.057,0.666666667,0.006,-0.017,0.064,0.034,0.053,0.045,-0.005,-0.005,0.064,0.034,0.125,-0.026,5.3,0.045,15.3,-0.069,4,5,,6,3,,No
2013 Week 11,ATL,TB,28,41,N,N,2.15,2,0.222222222,-0.032,-0.059,0.067,0.046,0.089,0.095,-0.01,-0.01,0.067,0.046,0.229,-0.164,0.089,0.095,0.221,-0.084,0.111111111,-0.071,-0.083,-0.071,-0.05,-0.001,0.033,-0.001,-0.001,-0.071,-0.05,0.062,-0.122,-0.1,0.033,16.3,-0.239,2,7,,1,8,,No
2013 Week 11,NYJ,BUF,14,37,N,N,1.77,-2,0.555555556,-0.069,-0.078,-0.224,-0.219,-0.105,-0.088,0.05,0.053,-0.224,-0.219,-0.151,-0.198,-0.105,-0.088,0.047,-0.357,0.3,-0.105,-0.135,-0.098,-0.12,-0.055,-0.054,-0.062,-0.069,-0.098,-0.12,-0.104,-0.051,-5.5,-0.054,-4.3,-0.07,5,4,,3,7,,No
2013 Week 11,DET,PIT,27,37,N,N,1.63,-3,0.666666667,0.108,0.118,0.133,0.137,-0.008,-0.006,-0.033,-0.025,0.133,0.137,0.296,-0.076,-0.008,-0.006,0.076,-0.169,0.333333333,-0.116,-0.114,-0.003,0.01,0.123,0.134,0.009,0.01,-0.003,0.01,0.109,-0.115,12.3,0.134,20.7,0.033,6,3,,3,6,,No
2013 Week 11,WAS,PHI,16,24,N,N,2.8,4.5,0.333333333,-0.236,-0.22,0.003,0.001,0.088,0.06,-0.151,-0.161,0.003,0.001,-0.007,0.109,0.088,0.06,0.116,0.047,0.5,-0.002,0.004,0.161,0.16,0.126,0.117,-0.037,-0.038,0.161,0.16,0.287,0.125,12.6,0.117,26.1,-0.102,3,6,,5,5,,No
2013 Week 11,SD,MIA,16,20,N,N,1.69,-2.5,0.444444444,-0.054,-0.058,0.217,0.207,0.255,0.252,-0.016,-0.014,0.217,0.207,0.525,-0.044,0.255,0.252,0.378,0.072,0.444444444,-0.068,-0.075,-0.045,-0.05,-0.01,-0.021,-0.033,-0.046,-0.045,-0.05,-0.01,-0.061,-1,-0.021,-2.6,0.009,4,5,,4,5,,No
2013 Week 11,BAL,CHI,20,23,N,N,2.55,3,0.444444444,-0.109,-0.108,-0.208,-0.222,-0.09,-0.104,0.009,0.01,-0.208,-0.222,-0.002,-0.375,-0.09,-0.104,0.019,-0.246,0.555555556,0.184,0.19,0.143,0.155,-0.014,-0.007,0.027,0.028,0.143,0.155,0.266,-0.022,-1.4,-0.007,5.5,-0.092,4,5,,5,4,,No
2013 Week 11,CLE,CIN,20,41,N,N,2.9,5,0.444444444,-0.127,-0.097,-0.099,-0.072,0.066,0.073,0.038,0.048,-0.099,-0.072,0.035,-0.186,0.066,0.073,0.178,-0.116,0.6,0.101,0.105,-0.03,-0.027,-0.115,-0.115,0.016,0.017,-0.03,-0.027,0.075,-0.081,-11.5,-0.115,-8.8,-0.153,4,5,,6,4,,No
2013 Week 11,OAK,HOU,28,23,N,N,5.25,10.5,0.333333333,-0.385,-0.385,-0.238,-0.262,0.1,0.08,-0.047,-0.044,-0.238,-0.262,-0.27,-0.069,0.1,0.08,0.246,-0.094,0.222222222,-0.207,-0.219,-0.095,-0.089,-0.023,-0.005,-0.135,-0.135,-0.095,-0.089,-0.012,-0.114,-2.3,-0.005,9.8,-0.162,3,6,,2,7,,Yes
2013 Week 11,ARI,JAX,27,14,N,N,1.23,-9,0.555555556,0.097,0.121,-0.115,-0.12,-0.222,-0.245,-0.01,-0.004,-0.115,-0.12,-0.035,-0.105,-0.222,-0.245,-0.201,-0.26,0.111111111,-0.651,-0.615,-0.452,-0.425,0.203,0.2,0.004,0.01,-0.452,-0.425,-0.443,-0.367,20.3,0.2,32.2,0.076,5,4,,1,8,,Yes
2013 Week 11,KC,DEN,17,27,N,N,3.9,7.5,1,0.108,0.088,-0.029,-0.038,-0.085,-0.071,0.052,0.056,-0.029,-0.038,0.063,0.027,-0.085,-0.071,-0.082,-0.09,0.888888889,0.367,0.341,0.362,0.33,0.035,0.02,0.04,0.031,0.362,0.33,0.63,0.037,3.5,0.02,15.7,-0.167,9,0,,8,1,,No
2013 Week 11,MIN,SEA,20,41,N,N,6.75,13,0.222222222,-0.052,-0.044,-0.042,-0.03,0.054,0.064,0.044,0.051,-0.042,-0.03,0.01,-0.078,0.054,0.064,0.172,-0.134,0.9,0.333,0.31,0.11,0.102,-0.172,-0.157,0.051,0.051,0.11,0.102,0.289,0.044,-17.2,-0.157,-20.8,-0.117,2,7,,9,1,,No
2013 Week 11,SF,NO,20,23,N,N,2.55,3,0.666666667,0.135,0.172,0.091,0.113,-0.042,-0.047,0.002,0.012,0.091,0.113,0.327,0.018,-0.042,-0.047,0.004,-0.106,0.777777778,0.253,0.263,0.22,0.245,-0.065,-0.055,-0.032,-0.037,0.22,0.245,0.484,-0.089,-6.5,-0.055,-13.3,0.038,6,3,,7,2,,No
2013 Week 11,GB,NYG,13,27,N,N,2.6,3.5,0.555555556,0.034,0.015,0.205,0.179,0.131,0.119,-0.04,-0.046,0.205,0.179,0.318,0.112,0.131,0.119,0.282,-0.079,0.333333333,-0.216,-0.187,-0.147,-0.136,-0.054,-0.069,-0.123,-0.12,-0.147,-0.136,-0.046,-0.233,-5.4,-0.069,3.7,-0.186,5,4,,3,6,,No
2013 Week 11,IND,TEN,30,27,N,N,1.67,-3,0.666666667,0.006,-0.017,0.064,0.034,0.053,0.045,-0.005,-0.005,0.064,0.034,0.125,-0.026,0.053,0.045,0.153,-0.069,0.444444444,-0.124,-0.119,-0.05,-0.037,-0.006,0,-0.08,-0.083,-0.05,-0.037,0.108,-0.181,-0.6,0,3.5,-0.057,6,3,,4,5,,No
2013 Week 10,TB,MIA,22,19,Y,N,2.07,1,0,-0.131,-0.146,-0.091,-0.071,0.021,0.051,-0.019,-0.024,-0.091,-0.071,0.032,-0.131,0.021,0.051,0.157,-0.166,0.5,-0.049,-0.068,-0.048,-0.055,-0.024,-0.023,-0.026,-0.036,-0.048,-0.055,-0.054,0.009,-2.4,-0.023,-4.7,0.007,0,8,,4,4,,Yes
2013 Week 10,TEN,JAX,27,29,Y,N,1.14,-11.5,0.5,-0.149,-0.16,-0.043,-0.031,0.018,0.031,-0.087,-0.097,-0.043,-0.031,0.104,-0.148,0.018,0.031,0.042,-0.014,0,-0.687,-0.658,-0.457,-0.428,0.22,0.224,-0.01,-0.007,-0.457,-0.428,-0.461,-0.336,22,0.224,32.7,0.11,4,4,,0,8,,No
2013 Week 10,GB,PHI,13,27,Y,N,2,1,0.625,0.126,0.118,0.243,0.22,0.088,0.069,-0.03,-0.032,0.243,0.22,0.367,0.138,0.088,0.069,0.232,-0.132,0.444444444,-0.057,-0.059,0.141,0.134,0.16,0.153,-0.039,-0.041,0.141,0.134,0.254,0.116,16,0.153,27.7,-0.044,5,3,,4,5,,No
2013 Week 10,PIT,BUF,23,10,Y,N,1.67,-3,0.25,-0.161,-0.16,-0.014,-0.001,0.137,0.149,-0.01,-0.011,-0.014,-0.001,0.119,-0.165,0.137,0.149,0.244,0.033,0.333333333,-0.07,-0.101,-0.086,-0.101,-0.06,-0.05,-0.044,-0.05,-0.086,-0.101,-0.083,-0.044,-6,-0.05,-3.2,-0.098,2,6,,3,6,,Yes
2013 Week 10,NYG,OAK,24,20,Y,N,1.3,-7,0.25,-0.248,-0.241,-0.165,-0.165,-0.04,-0.042,-0.123,-0.118,-0.165,-0.165,-0.011,-0.343,-0.04,-0.042,0.089,-0.236,0.375,-0.383,-0.388,-0.226,-0.243,0.108,0.102,-0.049,-0.044,-0.226,-0.243,-0.2,-0.131,10.8,0.102,29,-0.157,2,6,,3,5,,No
2013 Week 10,IND,STL,8,38,Y,N,1.25,-7.5,0.75,0.18,0.19,0.175,0.169,0.034,0.023,0.039,0.045,0.175,0.169,0.271,0.047,0.034,0.023,0.105,-0.062,0.333333333,-0.099,-0.103,-0.117,-0.126,-0.005,-0.015,0.014,0.008,-0.117,-0.126,-0.029,-0.184,-0.5,-0.015,7.1,-0.091,6,2,,3,6,,No
2013 Week 10,ATL,SEA,10,33,Y,N,2.65,3.5,0.25,-0.01,-0.025,0.067,0.058,0.066,0.066,-0.011,-0.016,0.067,0.058,0.239,-0.161,0.066,0.066,0.195,-0.119,0.888888889,0.29,0.268,0.071,0.066,-0.177,-0.162,0.043,0.039,0.071,0.066,0.244,0.002,-17.7,-0.162,-21.3,-0.124,2,6,,8,1,,No
2013 Week 10,BAL,CIN,20,17,Y,N,1.83,-1,0.375,-0.118,-0.101,-0.171,-0.173,-0.042,-0.053,0.011,0.019,-0.171,-0.173,0.057,-0.37,-0.042,-0.053,0.102,-0.239,0.666666667,0.143,0.154,0.017,0.022,-0.101,-0.108,0.024,0.025,0.017,0.022,0.151,-0.064,-10.1,-0.108,-5.8,-0.164,3,5,,6,3,,Yes
2013 Week 10,CHI,DET,19,21,Y,N,2,1,0.625,0.23,0.237,0.171,0.181,-0.037,-0.034,0.022,0.023,0.171,0.181,0.284,0.034,-0.037,-0.034,0.037,-0.116,0.625,0.087,0.089,0.128,0.131,0.014,0.023,-0.027,-0.019,0.128,0.131,0.299,-0.09,1.4,0.023,9,-0.133,5,3,,5,3,,No
2013 Week 10,SF,CAR,9,10,Y,N,1.38,-6,0.75,0.156,0.184,0.142,0.162,-0.016,-0.017,-0.002,0.005,0.142,0.162,0.415,0.022,-0.016,-0.017,0.037,-0.089,0.625,0.249,0.27,0.105,0.102,-0.134,-0.153,0.01,0.015,0.105,0.102,0.202,0.054,-13.4,-0.153,-10.4,-0.188,6,2,,5,3,,No
2013 Week 10,ARI,HOU,27,24,Y,N,1.5,-4,0.5,0.055,0.078,-0.154,-0.157,-0.215,-0.235,-0.006,0,-0.154,-0.157,-0.113,-0.102,-0.215,-0.235,-0.198,-0.243,0.25,-0.223,-0.25,-0.126,-0.131,-0.045,-0.026,-0.143,-0.146,-0.126,-0.131,-0.053,-0.127,-4.5,-0.026,4.5,-0.15,4,4,,2,6,,No
2013 Week 10,SD,DEN,20,28,Y,N,3.6,7,0.5,-0.032,-0.033,0.229,0.225,0.244,0.241,-0.017,-0.017,0.229,0.225,0.575,-0.092,0.244,0.241,0.379,0.047,0.875,0.406,0.384,0.363,0.344,0.006,0.004,0.049,0.044,0.363,0.344,0.643,0.036,0.6,0.004,13,-0.212,4,4,,7,1,,No
2013 Week 10,NO,DAL,49,17,Y,N,1.37,-6.5,0.75,0.188,0.192,0.151,0.168,-0.053,-0.041,-0.016,-0.016,0.151,0.168,0.441,-0.212,-0.053,-0.041,-0.091,0.004,0.555555556,0.157,0.179,0.082,0.094,-0.017,-0.024,0.058,0.061,0.082,0.094,0.257,-0.106,-1.7,-0.024,5,-0.142,6,2,,5,4,,Yes
2013 Week 10,MIN,WAS,34,27,Y,N,2.05,1.5,0.125,-0.085,-0.082,-0.082,-0.08,0.038,0.041,0.035,0.039,-0.082,-0.08,-0.057,-0.068,0.038,0.041,0.142,-0.137,0.375,-0.208,-0.189,0.004,0.003,0.059,0.032,-0.153,-0.159,0.004,0.003,-0.032,0.141,5.9,0.032,6.3,0.053,1,7,,3,5,,Yes
2013 Week 10,MIA,TB,19,22,N,N,1.78,-1,0.5,-0.049,-0.068,-0.048,-0.055,-0.024,-0.023,-0.026,-0.036,-0.048,-0.055,-0.054,0.009,-0.024,-0.023,-0.047,0.007,0,-0.131,-0.146,-0.091,-0.071,0.021,0.051,-0.019,-0.024,-0.091,-0.071,0.032,-0.131,2.1,0.051,15.7,-0.166,4,4,,0,8,,No
2013 Week 10,JAX,TEN,29,27,N,N,6,11.5,0,-0.687,-0.658,-0.457,-0.428,0.22,0.224,-0.01,-0.007,-0.457,-0.428,-0.461,-0.336,0.22,0.224,0.327,0.11,0.5,-0.149,-0.16,-0.043,-0.031,0.018,0.031,-0.087,-0.097,-0.043,-0.031,0.104,-0.148,1.8,0.031,4.2,-0.014,0,8,,4,4,,Yes
2013 Week 10,PHI,GB,27,13,N,N,1.83,-1,0.444444444,-0.057,-0.059,0.141,0.134,0.16,0.153,-0.039,-0.041,0.141,0.134,0.254,0.116,0.16,0.153,0.277,-0.044,0.625,0.126,0.118,0.243,0.22,0.088,0.069,-0.03,-0.032,0.243,0.22,0.367,0.138,8.8,0.069,23.2,-0.132,4,5,,5,3,,Yes
2013 Week 10,BUF,PIT,10,23,N,N,2.3,3,0.333333333,-0.07,-0.101,-0.086,-0.101,-0.06,-0.05,-0.044,-0.05,-0.086,-0.101,-0.083,-0.044,-0.06,-0.05,-0.032,-0.098,0.25,-0.161,-0.16,-0.014,-0.001,0.137,0.149,-0.01,-0.011,-0.014,-0.001,0.119,-0.165,13.7,0.149,24.4,0.033,3,6,,2,6,,No
